tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
1620,2014-01-31 17:22:48,2014-01-31 17:49:48,9,W 52 St & 9 Ave,40.7644,-73.9878,41,Grand St & Elizabeth St,40.7185,-73.9972,20020,Customer,1986,1
960,2014-01-31 07:38:13,2014-01-31 07:54:13,41,Grand St & Elizabeth St,40.7185,-73.9972,52,E 33 St & 1 Ave,40.74402,-73.97196,20022,Customer,1979,1
1380,2014-01-31 16:08:45,2014-01-31 16:31:45,52,E 33 St & 1 Ave,40.74402,-73.97196,47,E 20 St & Park Ave,40.73818,-73.98433,20031,Customer,1952,1
720,2014-01-31 13:28:00,2014-01-31 13:40:00,52,E 33 St & 1 Ave,40.74402,-73.97196,9,W 52 St & 9 Ave,40.7644,-73.9878,20005,Customer,1999,0
2100,2014-01-31 16:01:23,2014-01-31 16:36:23,47,E 20 St & Park Ave,40.73818,-73.98433,28,Stanton St & Chrystie St,40.72229,-73.99147,20019,Subscriber,1987,1
720,2014-02-01 00:02:00,2014-02-01 00:14:00,8,Hudson St & Reade St,40.71534,-74.00915,8,Hudson St & Reade St,40.71534,-74.00915,20003,Subscriber,1959,0
1440,2014-01-31 08:05:48,2014-01-31 08:29:48,52,E 33 St & 1 Ave,40.74402,-73.97196,47,E 20 St & Park Ave,40.73818,-73.98433,20023,Subscriber,2002,0
420,2014-02-01 00:05:00,2014-02-01 00:12:00,9,W 52 St & 9 Ave,40.7644,-73.9878,41,Grand St & Elizabeth St,40.7185,-73.9972,20006,Customer,2000,1
720,2014-01-31 09:16:00,2014-01-31 09:28:00,60,Columbus Ave & W 72 St,40.77813,-73.97371,8,Hudson St & Reade St,40.71534,-74.00915,20001,Subscriber,1982,2
660,2014-02-01 00:13:00,2014-02-01 00:24:00,41,Grand St & Elizabeth St,40.7185,-73.9972,28,Stanton St & Chrystie St,40.72229,-73.99147,20006,Subscriber,1953,1
1560,2014-01-31 13:52:30,2014-01-31 14:18:30,8,Hudson St & Reade St,40.71534,-74.00915,44,St James Pl & Pearl St,40.71117,-74.00016,20016,Customer,1960,1
360,2014-01-31 23:55:00,2014-02-01 00:01:00,28,Stanton St & Chrystie St,40.72229,-73.99147,41,Grand St & Elizabeth St,40.7185,-73.9972,20007,Customer,1962,0
360,2014-01-31 09:16:23,2014-01-31 09:22:23,8,Hudson St & Reade St,40.71534,-74.00915,60,Columbus Ave & W 72 St,40.77813,-73.97371,20024,Customer,1952,2
1140,2014-01-31 17:04:59,2014-01-31 17:23:59,41,Grand St & Elizabeth St,40.7185,-73.9972,60,Columbus Ave & W 72 St,40.77813,-73.97371,20032,Subscriber,1988,2
720,2014-01-31 23:52:00,2014-02-01 00:04:00,52,E 33 St & 1 Ave,40.74402,-73.97196,9,W 52 St & 9 Ave,40.7644,-73.9878,20002,Subscriber,1982,0
360,2014-01-31 23:40:00,2014-01-31 23:46:00,60,Columbus Ave & W 72 St,40.77813,-73.97371,7,Washington Square E,40.73049,-73.99572,20000,Subscriber,1999,1
720,2014-02-01 00:05:00,2014-02-01 00:17:00,41,Grand St & Elizabeth St,40.7185,-73.9972,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20007,Subscriber,2002,1
720,2014-01-31 23:57:00,2014-02-01 00:09:00,28,Stanton St & Chrystie St,40.72229,-73.99147,7,Washington Square E,40.73049,-73.99572,20000,Customer,1959,0
720,2014-01-31 12:21:00,2014-01-31 12:33:00,7,Washington Square E,40.73049,-73.99572,9,W 52 St & 9 Ave,40.7644,-73.9878,20004,Subscriber,1986,1
1380,2014-01-31 07:20:13,2014-01-31 07:43:13,44,St James Pl & Pearl St,40.71117,-74.00016,41,Grand St & Elizabeth St,40.7185,-73.9972,20010,Customer,1977,1
720,2014-02-01 00:04:00,2014-02-01 00:16:00,8,Hudson St & Reade St,40.71534,-74.00915,8,Hudson St & Reade St,40.71534,-74.00915,20008,Subscriber,1959,2
720,2014-01-31 23:50:00,2014-02-01 00:02:00,52,E 33 St & 1 Ave,40.74402,-73.97196,8,Hudson St & Reade St,40.71534,-74.00915,20008,Customer,1971,0
1860,2014-01-31 18:04:20,2014-01-31 18:35:20,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,52,E 33 St & 1 Ave,40.74402,-73.97196,20033,Subscriber,1972,2
480,2014-01-31 23:55:00,2014-02-01 00:03:00,44,St James Pl & Pearl St,40.71117,-74.00016,9,W 52 St & 9 Ave,40.7644,-73.9878,20006,Customer,1956,2
1800,2014-01-31 15:53:15,2014-01-31 16:23:15,8,Hudson St & Reade St,40.71534,-74.00915,47,E 20 St & Park Ave,40.73818,-73.98433,20030,Customer,2004,1
540,2014-01-31 12:00:00,2014-01-31 12:09:00,52,E 33 St & 1 Ave,40.74402,-73.97196,8,Hudson St & Reade St,40.71534,-74.00915,20004,Customer,1952,1
720,2014-02-01 00:19:00,2014-02-01 00:31:00,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,7,Washington Square E,40.73049,-73.99572,20007,Customer,1961,2
1380,2014-01-31 08:43:36,2014-01-31 09:06:36,8,Hudson St & Reade St,40.71534,-74.00915,60,Columbus Ave & W 72 St,40.77813,-73.97371,20011,Subscriber,1998,1
720,2014-02-01 00:25:00,2014-02-01 00:37:00,28,Stanton St & Chrystie St,40.72229,-73.99147,8,Hudson St & Reade St,40.71534,-74.00915,20006,Subscriber,2000,2
600,2014-01-31 23:40:00,2014-01-31 23:50:00,9,W 52 St & 9 Ave,40.7644,-73.9878,52,E 33 St & 1 Ave,40.74402,-73.97196,20002,Customer,1965,2
840,2014-01-31 09:17:26,2014-01-31 09:31:26,44,St James Pl & Pearl St,40.71117,-74.00016,52,E 33 St & 1 Ave,40.74402,-73.97196,20012,Subscriber,1994,1
300,2014-01-31 23:48:00,2014-01-31 23:53:00,7,Washington Square E,40.73049,-73.99572,28,Stanton St & Chrystie St,40.72229,-73.99147,20000,Subscriber,1972,2
720,2014-01-31 09:00:00,2014-01-31 09:12:00,7,Washington Square E,40.73049,-73.99572,60,Columbus Ave & W 72 St,40.77813,-73.97371,20001,Subscriber,1954,2
1080,2014-01-31 12:19:00,2014-01-31 12:37:00,28,Stanton St & Chrystie St,40.72229,-73.99147,47,E 20 St & Park Ave,40.73818,-73.98433,20015,Customer,1977,2
840,2014-01-31 18:36:12,2014-01-31 18:50:12,52,E 33 St & 1 Ave,40.74402,-73.97196,60,Columbus Ave & W 72 St,40.77813,-73.97371,20021,Subscriber,1984,2
300,2014-01-31 17:00:00,2014-01-31 17:05:00,8,Hudson St & Reade St,40.71534,-74.00915,7,Washington Square E,40.73049,-73.99572,20009,Subscriber,1998,0
660,2014-01-31 13:21:55,2014-01-31 13:32:55,60,Columbus Ave & W 72 St,40.77813,-73.97371,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20028,Customer,1981,2
