tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
720,2014-01-31 09:00:00,2014-01-31 09:12:00,7,Washington Square E,40.73049,-73.99572,60,Columbus Ave & W 72 St,40.77813,-73.97371,20001,Subscriber,1954,2
540,2014-01-31 15:07:06,2014-01-31 15:16:06,8,Hudson St & Reade St,40.71534,-74.00915,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20126,Customer,1973,0
1920,2014-01-31 10:17:13,2014-01-31 10:49:13,9,W 52 St & 9 Ave,40.7644,-73.9878,52,E 33 St & 1 Ave,40.74402,-73.97196,20013,Customer,1953,1
1680,2014-01-31 13:11:02,2014-01-31 13:39:02,44,St James Pl & Pearl St,40.71117,-74.00016,28,Stanton St & Chrystie St,40.72229,-73.99147,20220,Customer,1959,0
660,2014-01-31 09:38:38,2014-01-31 09:49:38,44,St James Pl & Pearl St,40.71117,-74.00016,47,E 20 St & Park Ave,40.73818,-73.98433,20144,Subscriber,1978,0
1080,2014-01-31 18:34:25,2014-01-31 18:52:25,28,Stanton St & Chrystie St,40.72229,-73.99147,44,St James Pl & Pearl St,40.71117,-74.00016,20177,Customer,1974,0
1020,2014-01-31 07:40:47,2014-01-31 07:57:47,44,St James Pl & Pearl St,40.71117,-74.00016,52,E 33 St & 1 Ave,40.74402,-73.97196,20130,Customer,1996,1
1380,2014-01-31 16:59:19,2014-01-31 17:22:19,28,Stanton St & Chrystie St,40.72229,-73.99147,47,E 20 St & Park Ave,40.73818,-73.98433,20067,Customer,1988,0
1740,2014-01-31 07:54:58,2014-01-31 08:23:58,52,E 33 St & 1 Ave,40.74402,-73.97196,47,E 20 St & Park Ave,40.73818,-73.98433,20214,Customer,1954,1
1020,2014-01-31 09:34:19,2014-01-31 09:51:19,60,Columbus Ave & W 72 St,40.77813,-73.97371,41,Grand St & Elizabeth St,40.7185,-73.9972,20204,Customer,2005,1
1500,2014-01-31 13:05:04,2014-01-31 13:30:04,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,41,Grand St & Elizabeth St,40.7185,-73.9972,20052,Customer,1961,1
720,2014-02-01 00:19:00,2014-02-01 00:31:00,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,7,Washington Square E,40.73049,-73.99572,20007,Customer,1961,2
480,2014-01-31 10:43:39,2014-01-31 10:51:39,60,Columbus Ave & W 72 St,40.77813,-73.97371,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20193,Customer,1988,1
1140,2014-01-31 17:24:16,2014-01-31 17:43:16,60,Columbus Ave & W 72 St,40.77813,-73.97371,52,E 33 St & 1 Ave,40.74402,-73.97196,20128,Customer,1990,1
1440,2014-01-31 08:54:18,2014-01-31 09:18:18,47,E 20 St & Park Ave,40.73818,-73.98433,52,E 33 St & 1 Ave,40.74402,-73.97196,20155,Customer,1967,0
1560,2014-01-31 07:17:52,2014-01-31 07:43:52,8,Hudson St & Reade St,40.71534,-74.00915,60,Columbus Ave & W 72 St,40.77813,-73.97371,20070,Customer,1959,1
1140,2014-01-31 17:56:00,2014-01-31 18:15:00,52,E 33 St & 1 Ave,40.74402,-73.97196,60,Columbus Ave & W 72 St,40.77813,-73.97371,20044,Subscriber,1962,1
1860,2014-01-31 15:38:06,2014-01-31 16:09:06,7,Washington Square E,40.73049,-73.99572,28,Stanton St & Chrystie St,40.72229,-73.99147,20054,Customer,1977,1
2040,2014-01-31 12:52:41,2014-01-31 13:26:41,44,St James Pl & Pearl St,40.71117,-74.00016,60,Columbus Ave & W 72 St,40.77813,-73.97371,20063,Customer,1974,0
360,2014-01-31 23:40:00,2014-01-31 23:46:00,60,Columbus Ave & W 72 St,40.77813,-73.97371,7,Washington Square E,40.73049,-73.99572,20000,Subscriber,1999,1
900,2014-01-31 08:17:32,2014-01-31 08:32:32,60,Columbus Ave & W 72 St,40.77813,-73.97371,44,St James Pl & Pearl St,40.71117,-74.00016,20095,Subscriber,1992,2
360,2014-01-31 14:17:44,2014-01-31 14:23:44,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,44,St James Pl & Pearl St,40.71117,-74.00016,20053,Subscriber,1992,1
1140,2014-01-31 16:27:15,2014-01-31 16:46:15,7,Washington Square E,40.73049,-73.99572,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20211,Customer,2000,2
840,2014-01-31 08:27:16,2014-01-31 08:41:16,52,E 33 St & 1 Ave,40.74402,-73.97196,44,St James Pl & Pearl St,40.71117,-74.00016,20179,Customer,1965,1
660,2014-02-01 00:13:00,2014-02-01 00:24:00,41,Grand St & Elizabeth St,40.7185,-73.9972,28,Stanton St & Chrystie St,40.72229,-73.99147,20006,Subscriber,1953,1
540,2014-01-31 07:56:01,2014-01-31 08:05:01,7,Washington Square E,40.73049,-73.99572,44,St James Pl & Pearl St,40.71117,-74.00016,20202,Customer,1957,2
360,2014-01-31 10:49:15,2014-01-31 10:55:15,28,Stanton St & Chrystie St,40.72229,-73.99147,44,St James Pl & Pearl St,40.71117,-74.00016,20097,Subscriber,1955,0
1260,2014-01-31 11:12:39,2014-01-31 11:33:39,9,W 52 St & 9 Ave,40.7644,-73.9878,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20110,Customer,1991,2
1980,2014-01-31 15:25:07,2014-01-31 15:58:07,44,St James Pl & Pearl St,40.71117,-74.00016,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20078,Subscriber,1989,0
2040,2014-01-31 09:26:41,2014-01-31 10:00:41,9,W 52 St & 9 Ave,40.7644,-73.9878,47,E 20 St & Park Ave,40.73818,-73.98433,20084,Subscriber,1968,2
1140,2014-01-31 10:27:05,2014-01-31 10:46:05,9,W 52 St & 9 Ave,40.7644,-73.9878,52,E 33 St & 1 Ave,40.74402,-73.97196,20133,Subscriber,1995,1
2100,2014-01-31 17:00:18,2014-01-31 17:35:18,60,Columbus Ave & W 72 St,40.77813,-73.97371,47,E 20 St & Park Ave,40.73818,-73.98433,20056,Customer,2003,2
1980,2014-01-31 08:57:10,2014-01-31 09:30:10,47,E 20 St & Park Ave,40.73818,-73.98433,41,Grand St & Elizabeth St,40.7185,-73.9972,20215,Subscriber,1999,0
360,2014-01-31 07:02:22,2014-01-31 07:08:22,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,41,Grand St & Elizabeth St,40.7185,-73.9972,20226,Subscriber,1976,2
1740,2014-01-31 14:12:25,2014-01-31 14:41:25,44,St James Pl & Pearl St,40.71117,-74.00016,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20149,Customer,1992,2
1380,2014-01-31 16:08:45,2014-01-31 16:31:45,52,E 33 St & 1 Ave,40.74402,-73.97196,47,E 20 St & Park Ave,40.73818,-73.98433,20031,Customer,1952,1
1500,2014-01-31 14:43:08,2014-01-31 15:08:08,52,E 33 St & 1 Ave,40.74402,-73.97196,47,E 20 St & Park Ave,40.73818,-73.98433,20029,Subscriber,1959,2
2100,2014-01-31 11:41:19,2014-01-31 12:16:19,60,Columbus Ave & W 72 St,40.77813,-73.97371,44,St James Pl & Pearl St,40.71117,-74.00016,20086,Subscriber,1977,0
1680,2014-01-31 11:06:25,2014-01-31 11:34:25,44,St James Pl & Pearl St,40.71117,-74.00016,41,Grand St & Elizabeth St,40.7185,-73.9972,20158,Customer,2004,0
1920,2014-01-31 07:48:38,2014-01-31 08:20:38,60,Columbus Ave & W 72 St,40.77813,-73.97371,44,St James Pl & Pearl St,40.71117,-74.00016,20046,Customer,1982,1
660,2014-01-31 13:21:55,2014-01-31 13:32:55,60,Columbus Ave & W 72 St,40.77813,-73.97371,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20028,Customer,1981,2
900,2014-01-31 07:42:30,2014-01-31 07:57:30,60,Columbus Ave & W 72 St,40.77813,-73.97371,44,St James Pl & Pearl St,40.71117,-74.00016,20106,Customer,1966,0
1680,2014-01-31 10:44:01,2014-01-31 11:12:01,28,Stanton St & Chrystie St,40.72229,-73.99147,47,E 20 St & Park Ave,40.73818,-73.98433,20181,Customer,1964,1
1740,2014-01-31 11:57:49,2014-01-31 12:26:49,8,Hudson St & Reade St,40.71534,-74.00915,60,Columbus Ave & W 72 St,40.77813,-73.97371,20170,Subscriber,1962,0
840,2014-01-31 08:51:56,2014-01-31 09:05:56,44,St James Pl & Pearl St,40.71117,-74.00016,47,E 20 St & Park Ave,40.73818,-73.98433,20059,Customer,1970,0
840,2014-01-31 17:32:24,2014-01-31 17:46:24,7,Washington Square E,40.73049,-73.99572,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20080,Subscriber,1972,2
1800,2014-01-31 14:43:04,2014-01-31 15:13:04,9,W 52 St & 9 Ave,40.7644,-73.9878,60,Columbus Ave & W 72 St,40.77813,-73.97371,20065,Subscriber,2001,2
600,2014-01-31 23:40:00,2014-01-31 23:50:00,9,W 52 St & 9 Ave,40.7644,-73.9878,52,E 33 St & 1 Ave,40.74402,-73.97196,20002,Customer,1965,2
960,2014-01-31 14:59:49,2014-01-31 15:15:49,28,Stanton St & Chrystie St,40.72229,-73.99147,44,St James Pl & Pearl St,40.71117,-74.00016,20209,Subscriber,1956,1
1140,2014-01-31 15:11:09,2014-01-31 15:30:09,8,Hudson St & Reade St,40.71534,-74.00915,44,St James Pl & Pearl St,40.71117,-74.00016,20066,Subscriber,1983,0
360,2014-01-31 14:29:59,2014-01-31 14:35:59,7,Washington Square E,40.73049,-73.99572,44,St James Pl & Pearl St,40.71117,-74.00016,20161,Subscriber,1957,2
720,2014-01-31 14:37:23,2014-01-31 14:49:23,60,Columbus Ave & W 72 St,40.77813,-73.97371,41,Grand St & Elizabeth St,40.7185,-73.9972,20017,Subscriber,1983,2
540,2014-01-31 13:22:24,2014-01-31 13:31:24,41,Grand St & Elizabeth St,40.7185,-73.9972,60,Columbus Ave & W 72 St,40.77813,-73.97371,20100,Subscriber,1958,0
1320,2014-01-31 15:33:34,2014-01-31 15:55:34,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,60,Columbus Ave & W 72 St,40.77813,-73.97371,20090,Subscriber,1975,0
720,2014-01-31 23:52:00,2014-02-01 00:04:00,52,E 33 St & 1 Ave,40.74402,-73.97196,9,W 52 St & 9 Ave,40.7644,-73.9878,20002,Subscriber,1982,0
1500,2014-01-31 11:13:49,2014-01-31 11:38:49,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,52,E 33 St & 1 Ave,40.74402,-73.97196,20038,Subscriber,1982,0
840,2014-01-31 17:53:25,2014-01-31 18:07:25,41,Grand St & Elizabeth St,40.7185,-73.9972,28,Stanton St & Chrystie St,40.72229,-73.99147,20188,Customer,1993,2
1980,2014-01-31 13:37:44,2014-01-31 14:10:44,52,E 33 St & 1 Ave,40.74402,-73.97196,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20208,Subscriber,1958,0
1680,2014-01-31 18:31:42,2014-01-31 18:59:42,47,E 20 St & Park Ave,40.73818,-73.98433,44,St James Pl & Pearl St,40.71117,-74.00016,20165,Customer,1968,0
660,2014-01-31 07:12:53,2014-01-31 07:23:53,41,Grand St & Elizabeth St,40.7185,-73.9972,44,St James Pl & Pearl St,40.71117,-74.00016,20178,Subscriber,1987,0
1560,2014-01-31 13:52:30,2014-01-31 14:18:30,8,Hudson St & Reade St,40.71534,-74.00915,44,St James Pl & Pearl St,40.71117,-74.00016,20016,Customer,1960,1
900,2014-01-31 09:25:05,2014-01-31 09:40:05,28,Stanton St & Chrystie St,40.72229,-73.99147,44,St James Pl & Pearl St,40.71117,-74.00016,20180,Subscriber,1952,0
720,2014-01-31 13:28:00,2014-01-31 13:40:00,52,E 33 St & 1 Ave,40.74402,-73.97196,9,W 52 St & 9 Ave,40.7644,-73.9878,20005,Customer,1999,0
720,2014-01-31 13:14:00,2014-01-31 13:26:00,47,E 20 St & Park Ave,40.73818,-73.98433,52,E 33 St & 1 Ave,40.74402,-73.97196,20005,Customer,1967,0
2100,2014-01-31 12:22:32,2014-01-31 12:57:32,28,Stanton St & Chrystie St,40.72229,-73.99147,60,Columbus Ave & W 72 St,40.77813,-73.97371,20027,Subscriber,1993,2
1680,2014-01-31 11:01:35,2014-01-31 11:29:35,44,St James Pl & Pearl St,40.71117,-74.00016,28,Stanton St & Chrystie St,40.72229,-73.99147,20062,Subscriber,1954,0
960,2014-01-31 08:16:51,2014-01-31 08:32:51,8,Hudson St & Reade St,40.71534,-74.00915,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20131,Subscriber,1952,1
1080,2014-01-31 09:28:33,2014-01-31 09:46:33,52,E 33 St & 1 Ave,40.74402,-73.97196,28,Stanton St & Chrystie St,40.72229,-73.99147,20168,Subscriber,1955,2
1260,2014-01-31 18:10:40,2014-01-31 18:31:40,44,St James Pl & Pearl St,40.71117,-74.00016,60,Columbus Ave & W 72 St,40.77813,-73.97371,20105,Subscriber,1974,2
1440,2014-01-31 18:51:20,2014-01-31 19:15:20,28,Stanton St & Chrystie St,40.72229,-73.99147,44,St James Pl & Pearl St,40.71117,-74.00016,20225,Subscriber,1956,0
1560,2014-01-31 09:50:41,2014-01-31 10:16:41,44,St James Pl & Pearl St,40.71117,-74.00016,47,E 20 St & Park Ave,40.73818,-73.98433,20216,Subscriber,1952,2
780,2014-01-31 12:26:54,2014-01-31 12:39:54,7,Washington Square E,40.73049,-73.99572,52,E 33 St & 1 Ave,40.74402,-73.97196,20135,Subscriber,1987,0
1260,2014-01-31 16:52:52,2014-01-31 17:13:52,8,Hudson St & Reade St,40.71534,-74.00915,41,Grand St & Elizabeth St,40.7185,-73.9972,20163,Subscriber,1982,0
1560,2014-01-31 15:58:39,2014-01-31 16:24:39,47,E 20 St & Park Ave,40.73818,-73.98433,52,E 33 St & 1 Ave,40.74402,-73.97196,20210,Customer,2002,1
1980,2014-01-31 18:34:56,2014-01-31 19:07:56,41,Grand St & Elizabeth St,40.7185,-73.9972,60,Columbus Ave & W 72 St,40.77813,-73.97371,20141,Subscriber,1963,2
720,2014-02-01 00:05:00,2014-02-01 00:17:00,41,Grand St & Elizabeth St,40.7185,-73.9972,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20007,Subscriber,2002,1
720,2014-01-31 23:50:00,2014-02-01 00:02:00,52,E 33 St & 1 Ave,40.74402,-73.97196,8,Hudson St & Reade St,40.71534,-74.00915,20008,Customer,1971,0
1920,2014-01-31 12:51:17,2014-01-31 13:23:17,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,52,E 33 St & 1 Ave,40.74402,-73.97196,20159,Subscriber,1998,2
2040,2014-01-31 13:55:05,2014-01-31 14:29:05,28,Stanton St & Chrystie St,40.72229,-73.99147,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20148,Customer,2005,0
1020,2014-01-31 09:49:32,2014-01-31 10:06:32,41,Grand St & Elizabeth St,40.7185,-73.9972,52,E 33 St & 1 Ave,40.74402,-73.97196,20132,Customer,1998,0
2100,2014-01-31 07:15:53,2014-01-31 07:50:53,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,52,E 33 St & 1 Ave,40.74402,-73.97196,20190,Subscriber,1989,0
420,2014-01-31 14:28:22,2014-01-31 14:35:22,8,Hudson St & Reade St,40.71534,-74.00915,28,Stanton St & Chrystie St,40.72229,-73.99147,20101,Customer,1986,0
660,2014-01-31 10:22:37,2014-01-31 10:33:37,41,Grand St & Elizabeth St,40.7185,-73.9972,47,E 20 St & Park Ave,40.73818,-73.98433,20037,Subscriber,1990,0
1560,2014-01-31 07:12:50,2014-01-31 07:38:50,9,W 52 St & 9 Ave,40.7644,-73.9878,28,Stanton St & Chrystie St,40.72229,-73.99147,20142,Customer,1983,2
1740,2014-01-31 12:43:58,2014-01-31 13:12:58,9,W 52 St & 9 Ave,40.7644,-73.9878,52,E 33 St & 1 Ave,40.74402,-73.97196,20039,Subscriber,1988,1
1980,2014-01-31 13:35:32,2014-01-31 14:08:32,7,Washington Square E,40.73049,-73.99572,47,E 20 St & Park Ave,40.73818,-73.98433,20232,Subscriber,1988,0
1500,2014-01-31 15:02:39,2014-01-31 15:27:39,41,Grand St & Elizabeth St,40.7185,-73.9972,52,E 33 St & 1 Ave,40.74402,-73.97196,20102,Customer,1988,0
1980,2014-01-31 12:04:12,2014-01-31 12:37:12,8,Hudson St & Reade St,40.71534,-74.00915,60,Columbus Ave & W 72 St,40.77813,-73.97371,20123,Customer,1973,1
420,2014-01-31 12:12:00,2014-01-31 12:19:00,8,Hudson St & Reade St,40.71534,-74.00915,7,Washington Square E,40.73049,-73.99572,20004,Customer,1959,1
1920,2014-01-31 08:31:21,2014-01-31 09:03:21,41,Grand St & Elizabeth St,40.7185,-73.9972,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20227,Customer,1959,2
720,2014-02-01 00:02:00,2014-02-01 00:14:00,8,Hudson St & Reade St,40.71534,-74.00915,8,Hudson St & Reade St,40.71534,-74.00915,20003,Subscriber,1959,0
420,2014-01-31 09:53:36,2014-01-31 10:00:36,44,St James Pl & Pearl St,40.71117,-74.00016,52,E 33 St & 1 Ave,40.74402,-73.97196,20192,Customer,1969,1
1740,2014-01-31 16:42:50,2014-01-31 17:11:50,28,Stanton St & Chrystie St,40.72229,-73.99147,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20139,Customer,1971,2
2100,2014-01-31 16:43:18,2014-01-31 17:18:18,9,W 52 St & 9 Ave,40.7644,-73.9878,52,E 33 St & 1 Ave,40.74402,-73.97196,20115,Subscriber,1979,2
1200,2014-01-31 18:10:04,2014-01-31 18:30:04,47,E 20 St & Park Ave,40.73818,-73.98433,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20069,Subscriber,1998,0
600,2014-01-31 11:25:37,2014-01-31 11:35:37,52,E 33 St & 1 Ave,40.74402,-73.97196,47,E 20 St & Park Ave,40.73818,-73.98433,20218,Customer,1991,0
540,2014-01-31 17:52:12,2014-01-31 18:01:12,41,Grand St & Elizabeth St,40.7185,-73.9972,47,E 20 St & Park Ave,40.73818,-73.98433,20164,Customer,1987,0
540,2014-01-31 08:35:28,2014-01-31 08:44:28,41,Grand St & Elizabeth St,40.7185,-73.9972,60,Columbus Ave & W 72 St,40.77813,-73.97371,20119,Subscriber,1996,2
540,2014-01-31 12:01:12,2014-01-31 12:10:12,8,Hudson St & Reade St,40.71534,-74.00915,52,E 33 St & 1 Ave,40.74402,-73.97196,20147,Customer,1956,2
420,2014-01-31 12:27:39,2014-01-31 12:34:39,47,E 20 St & Park Ave,40.73818,-73.98433,41,Grand St & Elizabeth St,40.7185,-73.9972,20219,Customer,1979,2
1740,2014-01-31 12:17:34,2014-01-31 12:46:34,41,Grand St & Elizabeth St,40.7185,-73.9972,52,E 33 St & 1 Ave,40.74402,-73.97196,20207,Customer,1961,1
720,2014-01-31 16:21:22,2014-01-31 16:33:22,8,Hudson St & Reade St,40.71534,-74.00915,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20175,Subscriber,1966,2
1680,2014-01-31 16:21:19,2014-01-31 16:49:19,60,Columbus Ave & W 72 St,40.77813,-73.97371,44,St James Pl & Pearl St,40.71117,-74.00016,20055,Subscriber,1974,1
1380,2014-01-31 07:20:13,2014-01-31 07:43:13,44,St James Pl & Pearl St,40.71117,-74.00016,41,Grand St & Elizabeth St,40.7185,-73.9972,20010,Customer,1977,1
1140,2014-01-31 08:13:16,2014-01-31 08:32:16,41,Grand St & Elizabeth St,40.7185,-73.9972,52,E 33 St & 1 Ave,40.74402,-73.97196,20203,Subscriber,1952,2
1080,2014-01-31 12:19:00,2014-01-31 12:37:00,28,Stanton St & Chrystie St,40.72229,-73.99147,47,E 20 St & Park Ave,40.73818,-73.98433,20015,Customer,1977,2
