tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
540,2014-01-31 08:46:46,2014-01-31 08:55:46,41,Grand St & Elizabeth St,40.7185,-73.9972,52,E 33 St & 1 Ave,40.74402,-73.97196,20047,Customer,2003,2
2100,2014-01-31 08:51:05,2014-01-31 09:26:05,9,W 52 St & 9 Ave,40.7644,-73.9878,44,St James Pl & Pearl St,40.71117,-74.00016,20035,Customer,1959,1
420,2014-01-31 13:04:00,2014-01-31 13:11:00,47,E 20 St & Park Ave,40.73818,-73.98433,52,E 33 St & 1 Ave,40.74402,-73.97196,20340,Customer,1959,0
1500,2014-01-31 09:58:44,2014-01-31 10:23:44,52,E 33 St & 1 Ave,40.74402,-73.97196,44,St James Pl & Pearl St,40.71117,-74.00016,20360,Subscriber,2005,0
1560,2014-01-31 18:41:25,2014-01-31 19:07:25,60,Columbus Ave & W 72 St,40.77813,-73.97371,44,St James Pl & Pearl St,40.71117,-74.00016,20405,Subscriber,1975,1
1020,2014-01-31 07:40:47,2014-01-31 07:57:47,44,St James Pl & Pearl St,40.71117,-74.00016,52,E 33 St & 1 Ave,40.74402,-73.97196,20130,Customer,1996,1
1380,2014-01-31 14:44:40,2014-01-31 15:07:40,47,E 20 St & Park Ave,40.73818,-73.98433,60,Columbus Ave & W 72 St,40.77813,-73.97371,20413,Customer,2001,0
1680,2014-01-31 11:06:25,2014-01-31 11:34:25,44,St James Pl & Pearl St,40.71117,-74.00016,41,Grand St & Elizabeth St,40.7185,-73.9972,20158,Customer,2004,0
1320,2014-01-31 15:43:01,2014-01-31 16:05:01,8,Hudson St & Reade St,40.71534,-74.00915,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20258,Customer,1967,0
1620,2014-01-31 10:50:17,2014-01-31 11:17:17,28,Stanton St & Chrystie St,40.72229,-73.99147,47,E 20 St & Park Ave,40.73818,-73.98433,20229,Customer,1951,0
1980,2014-01-31 13:37:44,2014-01-31 14:10:44,52,E 33 St & 1 Ave,40.74402,-73.97196,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20208,Subscriber,1958,0
1440,2014-01-31 14:14:18,2014-01-31 14:38:18,7,Washington Square E,40.73049,-73.99572,41,Grand St & Elizabeth St,40.7185,-73.9972,20041,Customer,1957,2
1860,2014-01-31 14:50:39,2014-01-31 15:21:39,8,Hudson St & Reade St,40.71534,-74.00915,41,Grand St & Elizabeth St,40.7185,-73.9972,20341,Customer,1979,1
1920,2014-01-31 08:31:21,2014-01-31 09:03:21,41,Grand St & Elizabeth St,40.7185,-73.9972,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20227,Customer,1959,2
1980,2014-01-31 09:40:38,2014-01-31 10:13:38,8,Hudson St & Reade St,40.71534,-74.00915,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20324,Customer,1963,2
480,2014-01-31 18:36:17,2014-01-31 18:44:17,44,St James Pl & Pearl St,40.71117,-74.00016,41,Grand St & Elizabeth St,40.7185,-73.9972,20381,Customer,1964,0
2040,2014-01-31 14:50:13,2014-01-31 15:24:13,47,E 20 St & Park Ave,40.73818,-73.98433,52,E 33 St & 1 Ave,40.74402,-73.97196,20401,Subscriber,1980,0
600,2014-01-31 15:03:31,2014-01-31 15:13:31,47,E 20 St & Park Ave,40.73818,-73.98433,44,St James Pl & Pearl St,40.71117,-74.00016,20390,Customer,1995,2
300,2014-01-31 23:48:00,2014-01-31 23:53:00,7,Washington Square E,40.73049,-73.99572,28,Stanton St & Chrystie St,40.72229,-73.99147,20000,Subscriber,1972,2
1260,2014-01-31 18:10:40,2014-01-31 18:31:40,44,St James Pl & Pearl St,40.71117,-74.00016,60,Columbus Ave & W 72 St,40.77813,-73.97371,20105,Subscriber,1974,2
540,2014-01-31 08:35:28,2014-01-31 08:44:28,41,Grand St & Elizabeth St,40.7185,-73.9972,60,Columbus Ave & W 72 St,40.77813,-73.97371,20119,Subscriber,1996,2
360,2014-01-31 08:45:26,2014-01-31 08:51:26,9,W 52 St & 9 Ave,40.7644,-73.9878,47,E 20 St & Park Ave,40.73818,-73.98433,20467,Customer,1992,1
2040,2014-01-31 07:45:35,2014-01-31 08:19:35,9,W 52 St & 9 Ave,40.7644,-73.9878,47,E 20 St & Park Ave,40.73818,-73.98433,20262,Customer,2003,1
1560,2014-01-31 16:20:44,2014-01-31 16:46:44,52,E 33 St & 1 Ave,40.74402,-73.97196,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20091,Subscriber,1991,2
1080,2014-01-31 12:19:00,2014-01-31 12:37:00,28,Stanton St & Chrystie St,40.72229,-73.99147,47,E 20 St & Park Ave,40.73818,-73.98433,20015,Customer,1977,2
1680,2014-01-31 13:37:01,2014-01-31 14:05:01,7,Washington Square E,40.73049,-73.99572,41,Grand St & Elizabeth St,40.7185,-73.9972,20076,Subscriber,1978,2
1200,2014-01-31 14:50:09,2014-01-31 15:10:09,60,Columbus Ave & W 72 St,40.77813,-73.97371,28,Stanton St & Chrystie St,40.72229,-73.99147,20245,Subscriber,1981,0
1440,2014-01-31 18:54:04,2014-01-31 19:18:04,7,Washington Square E,40.73049,-73.99572,60,Columbus Ave & W 72 St,40.77813,-73.97371,20393,Subscriber,1993,2
660,2014-01-31 11:39:56,2014-01-31 11:50:56,28,Stanton St & Chrystie St,40.72229,-73.99147,44,St James Pl & Pearl St,40.71117,-74.00016,20398,Customer,2001,1
360,2014-01-31 10:49:15,2014-01-31 10:55:15,28,Stanton St & Chrystie St,40.72229,-73.99147,44,St James Pl & Pearl St,40.71117,-74.00016,20097,Subscriber,1955,0
360,2014-01-31 23:55:00,2014-02-01 00:01:00,28,Stanton St & Chrystie St,40.72229,-73.99147,41,Grand St & Elizabeth St,40.7185,-73.9972,20007,Customer,1962,0
1560,2014-01-31 09:54:47,2014-01-31 10:20:47,60,Columbus Ave & W 72 St,40.77813,-73.97371,44,St James Pl & Pearl St,40.71117,-74.00016,20408,Subscriber,1985,2
1260,2014-01-31 12:42:09,2014-01-31 13:03:09,7,Washington Square E,40.73049,-73.99572,28,Stanton St & Chrystie St,40.72229,-73.99147,20267,Subscriber,1984,0
1860,2014-01-31 10:20:15,2014-01-31 10:51:15,8,Hudson St & Reade St,40.71534,-74.00915,44,St James Pl & Pearl St,40.71117,-74.00016,20205,Subscriber,1967,1
840,2014-01-31 18:02:22,2014-01-31 18:16:22,60,Columbus Ave & W 72 St,40.77813,-73.97371,52,E 33 St & 1 Ave,40.74402,-73.97196,20201,Customer,1964,1
2100,2014-01-31 12:43:51,2014-01-31 13:18:51,9,W 52 St & 9 Ave,40.7644,-73.9878,41,Grand St & Elizabeth St,40.7185,-73.9972,20111,Customer,1976,1
1680,2014-01-31 16:20:18,2014-01-31 16:48:18,41,Grand St & Elizabeth St,40.7185,-73.9972,44,St James Pl & Pearl St,40.71117,-74.00016,20043,Subscriber,1979,0
600,2014-01-31 18:35:08,2014-01-31 18:45:08,41,Grand St & Elizabeth St,40.7185,-73.9972,52,E 33 St & 1 Ave,40.74402,-73.97196,20309,Customer,1953,1
1980,2014-01-31 13:23:51,2014-01-31 13:56:51,28,Stanton St & Chrystie St,40.72229,-73.99147,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20256,Subscriber,1986,2
900,2014-01-31 08:17:32,2014-01-31 08:32:32,60,Columbus Ave & W 72 St,40.77813,-73.97371,44,St James Pl & Pearl St,40.71117,-74.00016,20095,Subscriber,1992,2
1200,2014-01-31 18:10:04,2014-01-31 18:30:04,47,E 20 St & Park Ave,40.73818,-73.98433,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20069,Subscriber,1998,0
900,2014-01-31 18:41:23,2014-01-31 18:56:23,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,28,Stanton St & Chrystie St,40.72229,-73.99147,20465,Subscriber,1981,2
1740,2014-01-31 15:35:53,2014-01-31 16:04:53,47,E 20 St & Park Ave,40.73818,-73.98433,44,St James Pl & Pearl St,40.71117,-74.00016,20330,Subscriber,1957,1
780,2014-01-31 14:21:56,2014-01-31 14:34:56,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,60,Columbus Ave & W 72 St,40.77813,-73.97371,20449,Subscriber,1966,2
420,2014-01-31 09:53:36,2014-01-31 10:00:36,44,St James Pl & Pearl St,40.71117,-74.00016,52,E 33 St & 1 Ave,40.74402,-73.97196,20192,Customer,1969,1
780,2014-01-31 08:38:34,2014-01-31 08:51:34,44,St James Pl & Pearl St,40.71117,-74.00016,28,Stanton St & Chrystie St,40.72229,-73.99147,20371,Subscriber,1957,2
2100,2014-01-31 17:20:45,2014-01-31 17:55:45,28,Stanton St & Chrystie St,40.72229,-73.99147,60,Columbus Ave & W 72 St,40.77813,-73.97371,20476,Subscriber,1957,1
1860,2014-01-31 15:38:06,2014-01-31 16:09:06,7,Washington Square E,40.73049,-73.99572,28,Stanton St & Chrystie St,40.72229,-73.99147,20054,Customer,1977,1
1140,2014-01-31 13:42:35,2014-01-31 14:01:35,8,Hudson St & Reade St,40.71534,-74.00915,52,E 33 St & 1 Ave,40.74402,-73.97196,20244,Subscriber,1969,1
360,2014-01-31 09:37:42,2014-01-31 09:43:42,47,E 20 St & Park Ave,40.73818,-73.98433,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20312,Subscriber,1987,2
1260,2014-01-31 12:18:37,2014-01-31 12:39:37,44,St James Pl & Pearl St,40.71117,-74.00016,47,E 20 St & Park Ave,40.73818,-73.98433,20447,Customer,1950,1
420,2014-01-31 17:30:03,2014-01-31 17:37:03,41,Grand St & Elizabeth St,40.7185,-73.9972,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20344,Subscriber,1958,2
1980,2014-01-31 12:03:28,2014-01-31 12:36:28,60,Columbus Ave & W 72 St,40.77813,-73.97371,41,Grand St & Elizabeth St,40.7185,-73.9972,20387,Customer,1954,1
1380,2014-01-31 09:00:37,2014-01-31 09:23:37,8,Hudson St & Reade St,40.71534,-74.00915,60,Columbus Ave & W 72 St,40.77813,-73.97371,20444,Subscriber,2004,2
1140,2014-01-31 17:04:59,2014-01-31 17:23:59,41,Grand St & Elizabeth St,40.7185,-73.9972,60,Columbus Ave & W 72 St,40.77813,-73.97371,20032,Subscriber,1988,2
720,2014-01-31 18:18:44,2014-01-31 18:30:44,41,Grand St & Elizabeth St,40.7185,-73.9972,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20297,Customer,1963,1
1800,2014-01-31 07:06:34,2014-01-31 07:36:34,9,W 52 St & 9 Ave,40.7644,-73.9878,47,E 20 St & Park Ave,40.73818,-73.98433,20406,Subscriber,1960,0
600,2014-01-31 18:31:46,2014-01-31 18:41:46,28,Stanton St & Chrystie St,40.72229,-73.99147,44,St James Pl & Pearl St,40.71117,-74.00016,20369,Subscriber,1974,1
720,2014-01-31 09:19:54,2014-01-31 09:31:54,52,E 33 St & 1 Ave,40.74402,-73.97196,28,Stanton St & Chrystie St,40.72229,-73.99147,20288,Customer,1984,2
360,2014-01-31 09:16:23,2014-01-31 09:22:23,8,Hudson St & Reade St,40.71534,-74.00915,60,Columbus Ave & W 72 St,40.77813,-73.97371,20024,Customer,1952,2
2100,2014-01-31 17:22:12,2014-01-31 17:57:12,52,E 33 St & 1 Ave,40.74402,-73.97196,60,Columbus Ave & W 72 St,40.77813,-73.97371,20116,Subscriber,1953,1
1380,2014-01-31 14:52:40,2014-01-31 15:15:40,8,Hudson St & Reade St,40.71534,-74.00915,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20461,Subscriber,1978,0
1140,2014-01-31 08:13:16,2014-01-31 08:32:16,41,Grand St & Elizabeth St,40.7185,-73.9972,52,E 33 St & 1 Ave,40.74402,-73.97196,20203,Subscriber,1952,2
1440,2014-01-31 10:24:55,2014-01-31 10:48:55,60,Columbus Ave & W 72 St,40.77813,-73.97371,28,Stanton St & Chrystie St,40.72229,-73.99147,20397,Subscriber,1973,2
360,2014-01-31 17:20:22,2014-01-31 17:26:22,8,Hudson St & Reade St,40.71534,-74.00915,44,St James Pl & Pearl St,40.71117,-74.00016,20464,Subscriber,1983,1
960,2014-01-31 08:16:51,2014-01-31 08:32:51,8,Hudson St & Reade St,40.71534,-74.00915,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20131,Subscriber,1952,1
1740,2014-01-31 16:42:50,2014-01-31 17:11:50,28,Stanton St & Chrystie St,40.72229,-73.99147,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20139,Customer,1971,2
780,2014-01-31 12:26:54,2014-01-31 12:39:54,7,Washington Square E,40.73049,-73.99572,52,E 33 St & 1 Ave,40.74402,-73.97196,20135,Subscriber,1987,0
1140,2014-01-31 12:40:20,2014-01-31 12:59:20,7,Washington Square E,40.73049,-73.99572,44,St James Pl & Pearl St,40.71117,-74.00016,20303,Customer,1994,0
2100,2014-01-31 12:59:29,2014-01-31 13:34:29,41,Grand St & Elizabeth St,40.7185,-73.9972,47,E 20 St & Park Ave,40.73818,-73.98433,20051,Subscriber,1984,1
1860,2014-01-31 07:20:06,2014-01-31 07:51:06,8,Hudson St & Reade St,40.71534,-74.00915,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20154,Subscriber,1967,1
1740,2014-01-31 07:54:58,2014-01-31 08:23:58,52,E 33 St & 1 Ave,40.74402,-73.97196,47,E 20 St & Park Ave,40.73818,-73.98433,20214,Customer,1954,1
720,2014-02-01 00:04:00,2014-02-01 00:16:00,8,Hudson St & Reade St,40.71534,-74.00915,8,Hudson St & Reade St,40.71534,-74.00915,20008,Subscriber,1959,2
480,2014-01-31 12:31:01,2014-01-31 12:39:01,47,E 20 St & Park Ave,40.73818,-73.98433,28,Stanton St & Chrystie St,40.72229,-73.99147,20363,Customer,1994,0
780,2014-01-31 10:49:06,2014-01-31 11:02:06,52,E 33 St & 1 Ave,40.74402,-73.97196,28,Stanton St & Chrystie St,40.72229,-73.99147,20157,Subscriber,1963,0
1560,2014-01-31 18:49:03,2014-01-31 19:15:03,28,Stanton St & Chrystie St,40.72229,-73.99147,60,Columbus Ave & W 72 St,40.77813,-73.97371,20261,Subscriber,1957,1
1320,2014-01-31 14:35:01,2014-01-31 14:57:01,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,60,Columbus Ave & W 72 St,40.77813,-73.97371,20185,Subscriber,1989,0
1440,2014-01-31 16:48:02,2014-01-31 17:12:02,7,Washington Square E,40.73049,-73.99572,60,Columbus Ave & W 72 St,40.77813,-73.97371,20319,Subscriber,1975,2
480,2014-01-31 13:30:53,2014-01-31 13:38:53,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,60,Columbus Ave & W 72 St,40.77813,-73.97371,20304,Subscriber,2000,2
360,2014-01-31 17:32:40,2014-01-31 17:38:40,9,W 52 St & 9 Ave,40.7644,-73.9878,52,E 33 St & 1 Ave,40.74402,-73.97196,20284,Subscriber,1973,1
1980,2014-01-31 12:15:59,2014-01-31 12:48:59,28,Stanton St & Chrystie St,40.72229,-73.99147,60,Columbus Ave & W 72 St,40.77813,-73.97371,20171,Subscriber,1998,1
840,2014-01-31 17:21:46,2014-01-31 17:35:46,60,Columbus Ave & W 72 St,40.77813,-73.97371,44,St James Pl & Pearl St,40.71117,-74.00016,20092,Subscriber,1954,2
420,2014-01-31 16:37:02,2014-01-31 16:44:02,60,Columbus Ave & W 72 St,40.77813,-73.97371,52,E 33 St & 1 Ave,40.74402,-73.97196,20307,Subscriber,1957,0
960,2014-01-31 17:49:11,2014-01-31 18:05:11,8,Hudson St & Reade St,40.71534,-74.00915,52,E 33 St & 1 Ave,40.74402,-73.97196,20416,Subscriber,1979,2
1800,2014-01-31 07:03:28,2014-01-31 07:33:28,44,St James Pl & Pearl St,40.71117,-74.00016,60,Columbus Ave & W 72 St,40.77813,-73.97371,20322,Subscriber,2005,0
300,2014-01-31 23:55:00,2014-02-01 00:00:00,44,St James Pl & Pearl St,40.71117,-74.00016,8,Hudson St & Reade St,40.71534,-74.00915,20003,Subscriber,1987,1
1500,2014-01-31 15:02:39,2014-01-31 15:27:39,41,Grand St & Elizabeth St,40.7185,-73.9972,52,E 33 St & 1 Ave,40.74402,-73.97196,20102,Customer,1988,0
1500,2014-01-31 08:23:38,2014-01-31 08:48:38,44,St James Pl & Pearl St,40.71117,-74.00016,60,Columbus Ave & W 72 St,40.77813,-73.97371,20299,Customer,1970,0
900,2014-01-31 15:39:23,2014-01-31 15:54:23,41,Grand St & Elizabeth St,40.7185,-73.9972,47,E 20 St & Park Ave,40.73818,-73.98433,20114,Customer,2002,1
780,2014-01-31 18:58:55,2014-01-31 19:11:55,7,Washington Square E,40.73049,-73.99572,41,Grand St & Elizabeth St,40.7185,-73.9972,20453,Customer,1985,2
600,2014-01-31 08:47:29,2014-01-31 08:57:29,60,Columbus Ave & W 72 St,40.77813,-73.97371,41,Grand St & Elizabeth St,40.7185,-73.9972,20479,Subscriber,1958,0
1440,2014-01-31 18:51:20,2014-01-31 19:15:20,28,Stanton St & Chrystie St,40.72229,-73.99147,44,St James Pl & Pearl St,40.71117,-74.00016,20225,Subscriber,1956,0
1440,2014-01-31 14:43:49,2014-01-31 15:07:49,9,W 52 St & 9 Ave,40.7644,-73.9878,60,Columbus Ave & W 72 St,40.77813,-73.97371,20293,Subscriber,2003,1
2040,2014-01-31 13:55:05,2014-01-31 14:29:05,28,Stanton St & Chrystie St,40.72229,-73.99147,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20148,Customer,2005,0
420,2014-01-31 12:52:11,2014-01-31 12:59:11,7,Washington Square E,40.73049,-73.99572,28,Stanton St & Chrystie St,40.72229,-73.99147,20459,Subscriber,1988,0
1980,2014-01-31 08:57:10,2014-01-31 09:30:10,47,E 20 St & Park Ave,40.73818,-73.98433,41,Grand St & Elizabeth St,40.7185,-73.9972,20215,Subscriber,1999,0
1320,2014-01-31 10:27:50,2014-01-31 10:49:50,60,Columbus Ave & W 72 St,40.77813,-73.97371,28,Stanton St & Chrystie St,40.72229,-73.99147,20409,Customer,1996,0
1800,2014-01-31 14:50:45,2014-01-31 15:20:45,8,Hudson St & Reade St,40.71534,-74.00915,60,Columbus Ave & W 72 St,40.77813,-73.97371,20473,Customer,1970,2
600,2014-01-31 15:27:47,2014-01-31 15:37:47,7,Washington Square E,40.73049,-73.99572,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20414,Customer,1971,0
1560,2014-01-31 11:06:08,2014-01-31 11:32:08,47,E 20 St & Park Ave,40.73818,-73.98433,28,Stanton St & Chrystie St,40.72229,-73.99147,20470,Customer,1959,2
1440,2014-01-31 08:05:48,2014-01-31 08:29:48,52,E 33 St & 1 Ave,40.74402,-73.97196,47,E 20 St & Park Ave,40.73818,-73.98433,20023,Subscriber,2002,0
660,2014-02-01 00:13:00,2014-02-01 00:24:00,41,Grand St & Elizabeth St,40.7185,-73.9972,28,Stanton St & Chrystie St,40.72229,-73.99147,20006,Subscriber,1953,1
1980,2014-01-31 07:01:46,2014-01-31 07:34:46,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,41,Grand St & Elizabeth St,40.7185,-73.9972,20382,Subscriber,1958,1
420,2014-01-31 08:14:26,2014-01-31 08:21:26,28,Stanton St & Chrystie St,40.72229,-73.99147,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20287,Subscriber,2000,2
360,2014-01-31 14:29:59,2014-01-31 14:35:59,7,Washington Square E,40.73049,-73.99572,44,St James Pl & Pearl St,40.71117,-74.00016,20161,Subscriber,1957,2
1920,2014-01-31 16:49:36,2014-01-31 17:21:36,44,St James Pl & Pearl St,40.71117,-74.00016,52,E 33 St & 1 Ave,40.74402,-73.97196,20235,Subscriber,1981,1
1140,2014-01-31 10:05:40,2014-01-31 10:24:40,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,52,E 33 St & 1 Ave,40.74402,-73.97196,20469,Subscriber,1972,1
2040,2014-01-31 14:23:57,2014-01-31 14:57:57,28,Stanton St & Chrystie St,40.72229,-73.99147,44,St James Pl & Pearl St,40.71117,-74.00016,20197,Customer,1973,1
720,2014-01-31 12:21:00,2014-01-31 12:33:00,7,Washington Square E,40.73049,-73.99572,9,W 52 St & 9 Ave,40.7644,-73.9878,20004,Subscriber,1986,1
600,2014-01-31 15:31:08,2014-01-31 15:41:08,41,Grand St & Elizabeth St,40.7185,-73.9972,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20174,Customer,2001,1
