tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
180,2014-11-01 13:29:07,2014-11-01 13:32:07,463,9 Ave & W 16 St,40.74206539,-74.00443172,505,6 Ave & W 33 St,40.74901271,-73.98848395,21352,Subscriber,1963,1
360,2014-11-01 23:26:52,2014-11-01 23:32:52,2004,6 Ave & Broome St,40.724399,-74.004704,345,W 13 St & 6 Ave,40.73649403,-73.99704374,20212,Subscriber,1959,2
360,2014-11-01 13:54:38,2014-11-01 14:00:38,546,E 30 St & Park Ave S,40.74444921,-73.98303529,528,2 Ave & E 31 St,40.74290902,-73.97706058,15735,Subscriber,1991,1
420,2014-11-01 16:00:36,2014-11-01 16:07:36,454,E 51 St & 1 Ave,40.75455731,-73.96592976,519,E 42 St & Vanderbilt Ave,40.752416,-73.97837,19257,Subscriber,1964,1
1080,2014-11-02 00:14:17,2014-11-02 00:32:17,523,W 38 St & 8 Ave,40.75466591,-73.99138152,212,W 16 St & The High Line,40.74334935,-74.00681753,16911,Customer,1989,1
1200,2014-11-01 19:15:32,2014-11-01 19:35:32,311,Norfolk St & Broome St,40.7172274,-73.98802084,335,Washington Pl & Broadway,40.72903917,-73.99404649,15474,Subscriber,1969,1
660,2014-11-02 06:32:17,2014-11-02 06:43:17,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,238,Bank St & Washington St,40.7361967,-74.00859207,16950,Subscriber,1986,1
300,2014-11-01 16:25:20,2014-11-01 16:30:20,385,E 55 St & 2 Ave,40.75797322,-73.96603308,317,E 6 St & Avenue B,40.72453734,-73.98185424,16587,Subscriber,1992,1
240,2014-11-01 19:33:47,2014-11-01 19:37:47,225,W 14 St & The High Line,40.74195138,-74.00803013,446,W 24 St & 7 Ave,40.74487634,-73.99529885,19263,Subscriber,1981,1
540,2014-11-01 13:47:34,2014-11-01 13:56:34,2008,Little West St & 1 Pl,40.70569254,-74.01677685,152,Warren St & Church St,40.71473993,-74.00910627,16887,Subscriber,1970,1
1080,2014-11-02 03:23:29,2014-11-02 03:41:29,249,Harrison St & Hudson St,40.71870987,-74.0090009,237,E 11 St & 2 Ave,40.73047309,-73.98672378,21340,Subscriber,1972,1
1740,2014-11-01 19:34:21,2014-11-01 20:03:21,447,8 Ave & W 52 St,40.76370739,-73.9851615,540,Lexington Ave & E 26 St,40.74147286,-73.98320928,16608,Customer,1944,2
420,2014-11-01 14:36:35,2014-11-01 14:43:35,305,E 58 St & 3 Ave,40.76095756,-73.96724467,545,E 23 St & 1 Ave,40.736502,-73.97809472,16030,Subscriber,1976,1
600,2014-11-01 12:00:28,2014-11-01 12:10:28,515,W 43 St & 10 Ave,40.76009437,-73.99461843,419,Carlton Ave & Park Ave,40.69580705,-73.97355569,14657,Subscriber,1976,1
780,2014-11-02 12:10:11,2014-11-02 12:23:11,153,E 40 St & 5 Ave,40.752062307,-73.9816324043,482,W 15 St & 7 Ave,40.73935542,-73.99931783,16998,Subscriber,1986,2
1560,2014-11-01 22:55:00,2014-11-01 23:21:00,528,2 Ave & E 31 St,40.74290902,-73.97706058,494,W 26 St & 8 Ave,40.74734825,-73.99723551,14566,Subscriber,1981,0
720,2014-11-01 21:06:50,2014-11-01 21:18:50,409,DeKalb Ave & Skillman St,40.6906495,-73.95643107,285,Broadway & E 14 St,40.73454567,-73.99074142,21460,Subscriber,1959,1
240,2014-11-02 09:03:08,2014-11-02 09:07:08,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,478,11 Ave & W 41 St,40.76030096,-73.99884222,20987,Subscriber,1960,2
480,2014-11-01 21:43:46,2014-11-01 21:51:46,405,Washington St & Gansevoort St,40.739323,-74.008119,345,W 13 St & 6 Ave,40.73649403,-73.99704374,17086,Subscriber,1977,1
780,2014-11-02 03:21:58,2014-11-02 03:34:58,147,Greenwich St & Warren St,40.71542197,-74.01121978,382,University Pl & E 14 St,40.73492695,-73.99200509,16598,Subscriber,1989,1
180,2014-11-01 21:35:11,2014-11-01 21:38:11,528,2 Ave & E 31 St,40.74290902,-73.97706058,530,11 Ave & W 59 St,40.771522,-73.990541,15687,Subscriber,1983,1
600,2014-11-01 20:16:24,2014-11-01 20:26:24,435,W 21 St & 6 Ave,40.74173969,-73.99415556,228,E 48 St & 3 Ave,40.7546011026,-73.971878855,20939,Subscriber,1985,1
1140,2014-11-01 20:47:49,2014-11-01 21:06:49,312,Allen St & E Houston St,40.722055,-73.989111,528,2 Ave & E 31 St,40.74290902,-73.97706058,18918,Subscriber,1952,2
120,2014-11-02 09:19:13,2014-11-02 09:21:13,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,404,9 Ave & W 14 St,40.7405826,-74.00550867,20810,Subscriber,1985,1
240,2014-11-01 09:51:25,2014-11-01 09:55:25,347,W Houston St & Hudson St,40.72873888,-74.00748842,490,8 Ave & W 33 St,40.751551,-73.993934,15182,Subscriber,1987,1
900,2014-11-01 19:48:10,2014-11-01 20:03:10,453,W 22 St & 8 Ave,40.74475148,-73.99915362,307,Canal St & Rutgers St,40.71427487,-73.98990025,18888,Subscriber,1974,1
960,2014-11-02 04:25:32,2014-11-02 04:41:32,2003,1 Ave & E 18 St,40.73416059,-73.98024289,465,Broadway & W 41 St,40.75513557,-73.98658032,19686,Subscriber,1964,1
540,2014-11-01 20:39:48,2014-11-01 20:48:48,489,10 Ave & W 28 St,40.75066386,-74.00176802,523,W 38 St & 8 Ave,40.75466591,-73.99138152,16449,Subscriber,1985,2
1200,2014-11-02 02:29:54,2014-11-02 02:49:54,2022,E 59 St & Sutton Pl,40.75849116,-73.95920622,280,E 10 St & 5 Ave,40.73331967,-73.99510132,16308,Subscriber,1953,0
660,2014-11-02 12:28:16,2014-11-02 12:39:16,484,W 44 St & 5 Ave,40.75500254,-73.98014437,321,Cadman Plaza E & Red Cross Pl,40.69991755,-73.98971773,21086,Customer,1960,1
1260,2014-11-02 05:54:57,2014-11-02 06:15:57,517,E 41 St & Madison Ave,40.752141,-73.979782,411,E 6 St & Avenue D,40.72228087,-73.97668709,18123,Subscriber,1966,0
360,2014-11-01 18:00:25,2014-11-01 18:06:25,334,W 20 St & 7 Ave,40.74238787,-73.99726235,453,W 22 St & 8 Ave,40.74475148,-73.99915362,16104,Subscriber,1978,2
1140,2014-11-01 18:21:22,2014-11-01 18:40:22,426,West St & Chambers St,40.71754834,-74.01322069,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,18200,Subscriber,1980,2
660,2014-11-02 00:01:53,2014-11-02 00:12:53,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,408,Market St & Cherry St,40.71076228,-73.99400398,18363,Subscriber,1987,1
540,2014-11-01 21:35:26,2014-11-01 21:44:26,250,Lafayette St & Jersey St,40.72456089,-73.99565293,375,Mercer St & Bleecker St,40.72679454,-73.99695094,21616,Subscriber,1978,2
360,2014-11-01 19:55:00,2014-11-01 20:01:00,362,Broadway & W 37 St,40.75172632,-73.98753523,147,Greenwich St & Warren St,40.71542197,-74.01121978,16484,Subscriber,1986,1
420,2014-11-01 16:01:22,2014-11-01 16:08:22,504,1 Ave & E 15 St,40.73221853,-73.98165557,263,Elizabeth St & Hester St,40.71729,-73.996375,17635,Subscriber,1966,1
780,2014-11-01 10:33:28,2014-11-01 10:46:28,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,361,Allen St & Hester St,40.71605866,-73.99190759,21396,Subscriber,1966,1
600,2014-11-01 20:34:24,2014-11-01 20:44:24,383,Greenwich Ave & Charles St,40.735238,-74.000271,530,11 Ave & W 59 St,40.771522,-73.990541,16672,Subscriber,1975,1
1920,2014-11-02 03:42:12,2014-11-02 04:14:12,444,Broadway & W 24 St,40.7423543,-73.98915076,2008,Little West St & 1 Pl,40.70569254,-74.01677685,20935,Subscriber,1988,1
540,2014-11-01 17:33:18,2014-11-01 17:42:18,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,280,E 10 St & 5 Ave,40.73331967,-73.99510132,15771,Subscriber,1981,1
600,2014-11-02 03:10:33,2014-11-02 03:20:33,478,11 Ave & W 41 St,40.76030096,-73.99884222,504,1 Ave & E 15 St,40.73221853,-73.98165557,14668,Subscriber,1975,1
1440,2014-11-01 12:17:09,2014-11-01 12:41:09,329,Greenwich St & N Moore St,40.72043411,-74.01020609,393,E 5 St & Avenue C,40.72299208,-73.97995466,17132,Subscriber,1974,0
420,2014-11-01 12:22:45,2014-11-01 12:29:45,358,Christopher St & Greenwich St,40.73291553,-74.00711384,304,Broadway & Battery Pl,40.70463334,-74.01361706,16717,Subscriber,1965,2
480,2014-11-02 01:30:25,2014-11-02 01:38:25,325,E 19 St & 3 Ave,40.73624527,-73.98473765,408,Market St & Cherry St,40.71076228,-73.99400398,19730,Subscriber,1959,1
240,2014-11-01 21:14:15,2014-11-01 21:18:15,483,E 12 St & 3 Ave,40.73223272,-73.98889957,223,W 13 St & 7 Ave,40.73781509,-73.99994661,14631,Customer,1975,1
600,2014-11-01 10:31:44,2014-11-01 10:41:44,268,Howard St & Centre St,40.71910537,-73.99973337,422,W 59 St & 10 Ave,40.770513,-73.988038,18757,Subscriber,1982,2
1080,2014-11-01 19:40:27,2014-11-01 19:58:27,473,Rivington St & Chrystie St,40.72110063,-73.9919254,301,E 2 St & Avenue B,40.72217444,-73.98368779,15357,Subscriber,1990,1
540,2014-11-01 17:09:18,2014-11-01 17:18:18,539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,2000,Front St & Washington St,40.70255088,-73.98940236,15875,Subscriber,1986,0
1140,2014-11-02 00:33:20,2014-11-02 00:52:20,448,W 37 St & 10 Ave,40.75660359,-73.9979009,271,Ashland Pl & Hanson Pl,40.68528172,-73.97805813,16587,Subscriber,1973,1
1020,2014-11-01 20:50:53,2014-11-01 21:07:53,250,Lafayette St & Jersey St,40.72456089,-73.99565293,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,20594,Customer,1995,1
240,2014-11-01 19:38:57,2014-11-01 19:42:57,525,W 34 St & 11 Ave,40.75594159,-74.0021163,450,W 49 St & 8 Ave,40.76227205,-73.98788205,20663,Subscriber,1979,0
360,2014-11-01 01:34:18,2014-11-01 01:40:18,476,E 31 St & 3 Ave,40.74394314,-73.97966069,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,16250,Subscriber,1968,1
720,2014-11-01 08:31:51,2014-11-01 08:43:51,128,MacDougal St & Prince St,40.72710258,-74.00297088,445,E 10 St & Avenue A,40.72740794,-73.98142006,20284,Subscriber,1965,2
240,2014-11-01 08:51:01,2014-11-01 08:55:01,160,E 37 St & Lexington Ave,40.748238,-73.978311,318,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,17328,Subscriber,1997,1
240,2014-11-01 19:13:14,2014-11-01 19:17:14,466,W 25 St & 6 Ave,40.74395411,-73.99144871,383,Greenwich Ave & Charles St,40.735238,-74.000271,20160,Customer,1984,1
420,2014-11-01 19:43:52,2014-11-01 19:50:52,379,W 31 St & 7 Ave,40.749156,-73.9916,334,W 20 St & 7 Ave,40.74238787,-73.99726235,18056,Subscriber,1966,2
600,2014-11-01 18:01:45,2014-11-01 18:11:45,514,12 Ave & W 40 St,40.76087502,-74.00277668,297,E 15 St & 3 Ave,40.734232,-73.986923,19365,Subscriber,1979,1
360,2014-11-02 07:45:08,2014-11-02 07:51:08,435,W 21 St & 6 Ave,40.74173969,-73.99415556,116,W 17 St & 8 Ave,40.74177603,-74.00149746,20836,Subscriber,1959,2
2100,2014-11-02 00:22:12,2014-11-02 00:57:12,466,W 25 St & 6 Ave,40.74395411,-73.99144871,410,Suffolk St & Stanton St,40.72066442,-73.98517977,21479,Subscriber,1985,1
960,2014-11-02 23:41:09,2014-11-02 23:57:09,392,Jay St & Tech Pl,40.695065,-73.987167,492,W 33 St & 7 Ave,40.75019995,-73.99093085,20096,Subscriber,1964,0
300,2014-11-01 13:42:37,2014-11-01 13:47:37,263,Elizabeth St & Hester St,40.71729,-73.996375,434,9 Ave & W 18 St,40.74317449,-74.00366443,15977,Subscriber,1978,1
1560,2014-11-01 08:27:53,2014-11-01 08:53:53,477,W 41 St & 8 Ave,40.75640548,-73.9900262,504,1 Ave & E 15 St,40.73221853,-73.98165557,15972,Subscriber,1984,2
720,2014-11-02 03:58:37,2014-11-02 04:10:37,285,Broadway & E 14 St,40.73454567,-73.99074142,2008,Little West St & 1 Pl,40.70569254,-74.01677685,16568,Subscriber,1995,1
480,2014-11-01 13:04:20,2014-11-01 13:12:20,319,Park Pl & Church St,40.71336124,-74.00937622,368,Carmine St & 6 Ave,40.73038599,-74.00214988,19511,Subscriber,1986,1
780,2014-11-01 22:36:08,2014-11-01 22:49:08,173,Broadway & W 49 St,40.76064679,-73.98442659,280,E 10 St & 5 Ave,40.73331967,-73.99510132,21108,Subscriber,1969,1
420,2014-11-01 17:21:51,2014-11-01 17:28:51,496,E 16 St & 5 Ave,40.73726186,-73.99238967,434,9 Ave & W 18 St,40.74317449,-74.00366443,19091,Subscriber,1969,2
900,2014-11-01 15:35:50,2014-11-01 15:50:50,467,Dean St & 4 Ave,40.68312489,-73.97895137,328,Watts St & Greenwich St,40.72405549,-74.00965965,15306,Subscriber,1962,1
360,2014-11-01 18:58:46,2014-11-01 19:04:46,482,W 15 St & 7 Ave,40.73935542,-73.99931783,318,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,16081,Subscriber,1968,1
540,2014-11-01 19:50:12,2014-11-01 19:59:12,361,Allen St & Hester St,40.71605866,-73.99190759,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,19213,Subscriber,1961,1
300,2014-11-01 23:32:04,2014-11-01 23:37:04,412,Forsyth St & Canal St,40.7158155,-73.99422366,467,Dean St & 4 Ave,40.68312489,-73.97895137,21432,Subscriber,1979,0
540,2014-11-01 12:45:49,2014-11-01 12:54:49,480,W 53 St & 10 Ave,40.76669671,-73.99061728,509,9 Ave & W 22 St,40.7454973,-74.00197139,20173,Subscriber,1966,0
600,2014-11-02 12:15:03,2014-11-02 12:25:03,473,Rivington St & Chrystie St,40.72110063,-73.9919254,534,Water - Whitehall Plaza,40.70255065,-74.0127234,16036,Subscriber,1969,1
600,2014-11-01 09:42:54,2014-11-01 09:52:54,348,W Broadway & Spring St,40.72490985,-74.00154702,530,11 Ave & W 59 St,40.771522,-73.990541,19652,Subscriber,1955,1
1080,2014-11-01 23:46:04,2014-11-02 00:04:04,487,E 20 St & FDR Drive,40.73314259,-73.97573881,493,W 45 St & 6 Ave,40.7568001,-73.98291153,16366,Subscriber,1981,2
660,2014-11-01 22:44:19,2014-11-01 22:55:19,479,9 Ave & W 45 St,40.76019252,-73.9912551,540,Lexington Ave & E 26 St,40.74147286,-73.98320928,17280,Subscriber,1983,1
480,2014-11-01 13:52:02,2014-11-01 14:00:02,247,Perry St & Bleecker St,40.73535398,-74.00483091,461,E 20 St & 2 Ave,40.73587678,-73.98205027,20538,Subscriber,1964,1
840,2014-11-01 12:43:01,2014-11-01 12:57:01,494,W 26 St & 8 Ave,40.74734825,-73.99723551,348,W Broadway & Spring St,40.72490985,-74.00154702,15803,Subscriber,1974,1
720,2014-11-01 12:34:39,2014-11-01 12:46:39,500,Broadway & W 51 St,40.76228826,-73.98336183,465,Broadway & W 41 St,40.75513557,-73.98658032,15423,Subscriber,1960,1
540,2014-11-01 17:07:52,2014-11-01 17:16:52,383,Greenwich Ave & Charles St,40.735238,-74.000271,351,Front St & Maiden Ln,40.70530954,-74.00612572,21470,Subscriber,1982,1
900,2014-11-01 18:51:15,2014-11-01 19:06:15,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,487,E 20 St & FDR Drive,40.73314259,-73.97573881,14658,Subscriber,1997,1
420,2014-11-01 20:41:57,2014-11-01 20:48:57,519,E 42 St & Vanderbilt Ave,40.752416,-73.97837,335,Washington Pl & Broadway,40.72903917,-73.99404649,16088,Subscriber,1977,1
660,2014-11-01 20:08:14,2014-11-01 20:19:14,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,428,E 3 St & 1 Ave,40.72467721,-73.98783413,19843,Customer,1988,0
1080,2014-11-01 10:41:47,2014-11-01 10:59:47,168,W 18 St & 6 Ave,40.73971301,-73.99456405,284,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,17141,Subscriber,1986,1
600,2014-11-02 04:38:37,2014-11-02 04:48:37,508,W 46 St & 11 Ave,40.76341379,-73.99667444,496,E 16 St & 5 Ave,40.73726186,-73.99238967,17838,Subscriber,1981,1
720,2014-11-01 21:56:59,2014-11-01 22:08:59,328,Watts St & Greenwich St,40.72405549,-74.00965965,483,E 12 St & 3 Ave,40.73223272,-73.98889957,18570,Subscriber,1980,1
1260,2014-11-02 05:59:25,2014-11-02 06:20:25,462,W 22 St & 10 Ave,40.74691959,-74.00451887,404,9 Ave & W 14 St,40.7405826,-74.00550867,21359,Subscriber,1977,1
840,2014-11-01 14:27:32,2014-11-01 14:41:32,513,W 56 St & 10 Ave,40.768254,-73.988639,325,E 19 St & 3 Ave,40.73624527,-73.98473765,16196,Subscriber,1991,1
180,2014-11-02 05:35:29,2014-11-02 05:38:29,395,Bond St & Schermerhorn St,40.68807003,-73.98410637,233,Joralemon St & Adams St,40.69246277,-73.98963911,20957,Subscriber,1987,1
480,2014-11-01 11:20:14,2014-11-01 11:28:14,238,Bank St & Washington St,40.7361967,-74.00859207,402,Broadway & E 22 St,40.7403432,-73.98955109,18182,Subscriber,1990,1
960,2014-11-01 20:00:47,2014-11-01 20:16:47,494,W 26 St & 8 Ave,40.74734825,-73.99723551,257,Lispenard St & Broadway,40.71939226,-74.00247214,18399,Subscriber,1992,1
780,2014-11-01 18:56:54,2014-11-01 19:09:54,128,MacDougal St & Prince St,40.72710258,-74.00297088,82,St James Pl & Pearl St,40.71117416,-74.00016545,17800,Subscriber,1987,2
420,2014-11-01 17:51:38,2014-11-01 17:58:38,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,238,Bank St & Washington St,40.7361967,-74.00859207,21132,Subscriber,1982,1
1260,2014-11-01 08:21:21,2014-11-01 08:42:21,402,Broadway & E 22 St,40.7403432,-73.98955109,485,W 37 St & 5 Ave,40.75038009,-73.98338988,15877,Subscriber,1972,2
360,2014-11-02 09:48:50,2014-11-02 09:54:50,527,E 33 St & 1 Ave,40.74315566,-73.97434726,445,E 10 St & Avenue A,40.72740794,-73.98142006,16671,Subscriber,1989,1
1800,2014-11-01 10:13:13,2014-11-01 10:43:13,366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,472,E 32 St & Park Ave,40.7457121,-73.98194829,19200,Subscriber,1983,1
2040,2014-11-01 14:13:13,2014-11-01 14:47:13,295,Pike St & E Broadway,40.71406667,-73.99293911,168,W 18 St & 6 Ave,40.73971301,-73.99456405,18223,Subscriber,1988,1
480,2014-11-01 19:37:44,2014-11-01 19:45:44,334,W 20 St & 7 Ave,40.74238787,-73.99726235,511,E 14 St & Avenue B,40.72938685,-73.97772429,20876,Customer,1980,1
660,2014-11-02 09:58:43,2014-11-02 10:09:43,387,Centre St & Chambers St,40.71273266,-74.0046073,401,Allen St & Rivington St,40.72019576,-73.98997825,16969,Subscriber,1951,2
1200,2014-11-01 18:00:58,2014-11-01 18:20:58,128,MacDougal St & Prince St,40.72710258,-74.00297088,474,5 Ave & E 29 St,40.7451677,-73.98683077,20111,Subscriber,1970,1
780,2014-11-01 19:01:54,2014-11-01 19:14:54,284,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,17501,Subscriber,1955,2
1200,2014-11-01 18:54:40,2014-11-01 19:14:40,251,Mott St & Prince St,40.72317958,-73.99480012,335,Washington Pl & Broadway,40.72903917,-73.99404649,15455,Subscriber,1974,1
360,2014-11-01 21:41:58,2014-11-01 21:47:58,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,508,W 46 St & 11 Ave,40.76341379,-73.99667444,18890,Subscriber,1961,1
300,2014-11-01 14:22:03,2014-11-01 14:27:03,352,W 56 St & 6 Ave,40.76340613,-73.97722479,495,W 47 St & 10 Ave,40.76269882,-73.99301222,18996,Subscriber,1980,1
840,2014-11-01 14:22:55,2014-11-01 14:36:55,351,Front St & Maiden Ln,40.70530954,-74.00612572,463,9 Ave & W 16 St,40.74206539,-74.00443172,16193,Subscriber,1985,0
1440,2014-11-01 22:47:41,2014-11-01 23:11:41,268,Howard St & Centre St,40.71910537,-73.99973337,195,Liberty St & Broadway,40.70905623,-74.01043382,17185,Subscriber,1990,1
780,2014-11-01 16:36:56,2014-11-01 16:49:56,512,W 29 St & 9 Ave,40.7500727,-73.99839279,467,Dean St & 4 Ave,40.68312489,-73.97895137,19288,Subscriber,1983,1
480,2014-11-01 18:30:00,2014-11-01 18:38:00,150,E 2 St & Avenue C,40.7208736,-73.98085795,526,E 33 St & 5 Ave,40.74765947,-73.98490707,14719,Subscriber,1987,1
720,2014-11-02 02:09:49,2014-11-02 02:21:49,444,Broadway & W 24 St,40.7423543,-73.98915076,300,Shevchenko Pl & E 7 St,40.728145,-73.990214,17375,Subscriber,1983,2
600,2014-11-01 19:04:27,2014-11-01 19:14:27,2017,E 43 St & 2 Ave,40.75022392,-73.97121414,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,21501,Subscriber,1975,1
540,2014-11-01 17:11:12,2014-11-01 17:20:12,491,E 24 St & Park Ave S,40.74096374,-73.98602213,225,W 14 St & The High Line,40.74195138,-74.00803013,19213,Subscriber,1968,1
540,2014-11-02 02:11:13,2014-11-02 02:20:13,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,225,W 14 St & The High Line,40.74195138,-74.00803013,16597,Subscriber,1982,0
