tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
1800,2014-01-31 14:50:45,2014-01-31 15:20:45,8,Hudson St & Reade St,40.71534,-74.00915,60,Columbus Ave & W 72 St,40.77813,-73.97371,20473,Customer,1970,2
1980,2014-01-31 08:57:10,2014-01-31 09:30:10,47,E 20 St & Park Ave,40.73818,-73.98433,41,Grand St & Elizabeth St,40.7185,-73.9972,20215,Subscriber,1999,0
840,2014-01-31 12:00:53,2014-01-31 12:14:53,41,Grand St & Elizabeth St,40.7185,-73.9972,47,E 20 St & Park Ave,40.73818,-73.98433,22703,Customer,1992,2
1860,2014-01-31 13:02:00,2014-01-31 13:33:00,8,Hudson St & Reade St,40.71534,-74.00915,28,Stanton St & Chrystie St,40.72229,-73.99147,21720,Customer,1975,1
1080,2014-01-31 07:58:14,2014-01-31 08:16:14,7,Washington Square E,40.73049,-73.99572,60,Columbus Ave & W 72 St,40.77813,-73.97371,22350,Subscriber,1952,1
1860,2014-01-31 07:40:32,2014-01-31 08:11:32,47,E 20 St & Park Ave,40.73818,-73.98433,41,Grand St & Elizabeth St,40.7185,-73.9972,20934,Subscriber,1974,1
1440,2014-01-31 18:05:09,2014-01-31 18:29:09,9,W 52 St & 9 Ave,40.7644,-73.9878,47,E 20 St & Park Ave,40.73818,-73.98433,20273,Customer,1991,2
1440,2014-01-31 18:14:06,2014-01-31 18:38:06,44,St James Pl & Pearl St,40.71117,-74.00016,60,Columbus Ave & W 72 St,40.77813,-73.97371,20933,Customer,1955,2
1020,2014-01-31 09:16:18,2014-01-31 09:33:18,41,Grand St & Elizabeth St,40.7185,-73.9972,52,E 33 St & 1 Ave,40.74402,-73.97196,21380,Subscriber,1956,0
480,2014-01-31 15:28:37,2014-01-31 15:36:37,44,St James Pl & Pearl St,40.71117,-74.00016,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,22226,Customer,1999,2
1920,2014-01-31 08:54:28,2014-01-31 09:26:28,7,Washington Square E,40.73049,-73.99572,44,St James Pl & Pearl St,40.71117,-74.00016,20335,Subscriber,2004,0
540,2014-01-31 09:17:41,2014-01-31 09:26:41,60,Columbus Ave & W 72 St,40.77813,-73.97371,28,Stanton St & Chrystie St,40.72229,-73.99147,20852,Customer,1962,1
720,2014-01-31 14:32:36,2014-01-31 14:44:36,8,Hudson St & Reade St,40.71534,-74.00915,28,Stanton St & Chrystie St,40.72229,-73.99147,22621,Customer,1988,1
1560,2014-01-31 08:29:39,2014-01-31 08:55:39,8,Hudson St & Reade St,40.71534,-74.00915,41,Grand St & Elizabeth St,40.7185,-73.9972,21475,Customer,1976,2
900,2014-01-31 15:26:48,2014-01-31 15:41:48,7,Washington Square E,40.73049,-73.99572,60,Columbus Ave & W 72 St,40.77813,-73.97371,22178,Subscriber,1975,0
1020,2014-01-31 16:02:08,2014-01-31 16:19:08,44,St James Pl & Pearl St,40.71117,-74.00016,47,E 20 St & Park Ave,40.73818,-73.98433,22047,Customer,1990,2
360,2014-01-31 09:09:22,2014-01-31 09:15:22,52,E 33 St & 1 Ave,40.74402,-73.97196,60,Columbus Ave & W 72 St,40.77813,-73.97371,20264,Customer,1954,0
1080,2014-01-31 07:12:15,2014-01-31 07:30:15,9,W 52 St & 9 Ave,40.7644,-73.9878,52,E 33 St & 1 Ave,40.74402,-73.97196,22266,Customer,2003,0
720,2014-01-31 17:35:39,2014-01-31 17:47:39,44,St James Pl & Pearl St,40.71117,-74.00016,28,Stanton St & Chrystie St,40.72229,-73.99147,21208,Customer,1983,2
1440,2014-01-31 18:55:19,2014-01-31 19:19:19,44,St James Pl & Pearl St,40.71117,-74.00016,41,Grand St & Elizabeth St,40.7185,-73.9972,21437,Customer,1964,0
1980,2014-01-31 18:29:58,2014-01-31 19:02:58,7,Washington Square E,40.73049,-73.99572,44,St James Pl & Pearl St,40.71117,-74.00016,20681,Customer,2004,2
1260,2014-01-31 09:08:32,2014-01-31 09:29:32,9,W 52 St & 9 Ave,40.7644,-73.9878,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,22772,Customer,1989,0
1200,2014-01-31 15:16:15,2014-01-31 15:36:15,47,E 20 St & Park Ave,40.73818,-73.98433,60,Columbus Ave & W 72 St,40.77813,-73.97371,21890,Subscriber,1955,0
600,2014-01-31 12:44:24,2014-01-31 12:54:24,44,St James Pl & Pearl St,40.71117,-74.00016,47,E 20 St & Park Ave,40.73818,-73.98433,21587,Customer,1985,0
1860,2014-01-31 13:49:57,2014-01-31 14:20:57,52,E 33 St & 1 Ave,40.74402,-73.97196,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20988,Customer,1993,2
900,2014-01-31 16:15:30,2014-01-31 16:30:30,44,St James Pl & Pearl St,40.71117,-74.00016,41,Grand St & Elizabeth St,40.7185,-73.9972,21051,Customer,1984,2
1740,2014-01-31 14:19:24,2014-01-31 14:48:24,60,Columbus Ave & W 72 St,40.77813,-73.97371,52,E 33 St & 1 Ave,40.74402,-73.97196,20425,Subscriber,1964,1
1020,2014-01-31 07:41:14,2014-01-31 07:58:14,52,E 33 St & 1 Ave,40.74402,-73.97196,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,22650,Subscriber,1969,0
540,2014-01-31 12:16:18,2014-01-31 12:25:18,44,St James Pl & Pearl St,40.71117,-74.00016,52,E 33 St & 1 Ave,40.74402,-73.97196,21083,Subscriber,2001,2
1140,2014-01-31 18:49:09,2014-01-31 19:08:09,60,Columbus Ave & W 72 St,40.77813,-73.97371,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,21845,Subscriber,1953,0
1320,2014-01-31 08:16:05,2014-01-31 08:38:05,8,Hudson St & Reade St,40.71534,-74.00915,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20395,Customer,1968,0
1800,2014-01-31 07:06:34,2014-01-31 07:36:34,9,W 52 St & 9 Ave,40.7644,-73.9878,47,E 20 St & Park Ave,40.73818,-73.98433,20406,Subscriber,1960,0
1560,2014-01-31 11:33:18,2014-01-31 11:59:18,28,Stanton St & Chrystie St,40.72229,-73.99147,41,Grand St & Elizabeth St,40.7185,-73.9972,21406,Subscriber,1990,1
1140,2014-01-31 10:44:15,2014-01-31 11:03:15,8,Hudson St & Reade St,40.71534,-74.00915,41,Grand St & Elizabeth St,40.7185,-73.9972,20241,Customer,1954,2
420,2014-01-31 12:40:28,2014-01-31 12:47:28,52,E 33 St & 1 Ave,40.74402,-73.97196,47,E 20 St & Park Ave,40.73818,-73.98433,20987,Customer,1967,0
1140,2014-01-31 14:32:05,2014-01-31 14:51:05,44,St James Pl & Pearl St,40.71117,-74.00016,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20329,Subscriber,1969,1
960,2014-01-31 17:46:23,2014-01-31 18:02:23,60,Columbus Ave & W 72 St,40.77813,-73.97371,44,St James Pl & Pearl St,40.71117,-74.00016,21532,Customer,1981,1
360,2014-01-31 08:21:31,2014-01-31 08:27:31,9,W 52 St & 9 Ave,40.7644,-73.9878,52,E 33 St & 1 Ave,40.74402,-73.97196,20899,Customer,1979,1
1320,2014-01-31 15:41:49,2014-01-31 16:03:49,47,E 20 St & Park Ave,40.73818,-73.98433,52,E 33 St & 1 Ave,40.74402,-73.97196,21218,Customer,1999,2
420,2014-01-31 11:25:52,2014-01-31 11:32:52,47,E 20 St & Park Ave,40.73818,-73.98433,44,St James Pl & Pearl St,40.71117,-74.00016,21514,Subscriber,1969,1
1020,2014-01-31 17:20:59,2014-01-31 17:37:59,52,E 33 St & 1 Ave,40.74402,-73.97196,47,E 20 St & Park Ave,40.73818,-73.98433,21016,Subscriber,1966,1
1740,2014-01-31 14:36:25,2014-01-31 15:05:25,41,Grand St & Elizabeth St,40.7185,-73.9972,60,Columbus Ave & W 72 St,40.77813,-73.97371,21685,Customer,1992,0
2100,2014-01-31 12:00:14,2014-01-31 12:35:14,28,Stanton St & Chrystie St,40.72229,-73.99147,47,E 20 St & Park Ave,40.73818,-73.98433,21347,Customer,2003,0
1500,2014-01-31 13:05:04,2014-01-31 13:30:04,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,41,Grand St & Elizabeth St,40.7185,-73.9972,20052,Customer,1961,1
1740,2014-01-31 11:00:27,2014-01-31 11:29:27,8,Hudson St & Reade St,40.71534,-74.00915,41,Grand St & Elizabeth St,40.7185,-73.9972,21934,Subscriber,1977,2
1380,2014-01-31 17:56:30,2014-01-31 18:19:30,9,W 52 St & 9 Ave,40.7644,-73.9878,41,Grand St & Elizabeth St,40.7185,-73.9972,21184,Subscriber,1977,0
1020,2014-01-31 07:36:06,2014-01-31 07:53:06,47,E 20 St & Park Ave,40.73818,-73.98433,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,21390,Customer,2005,2
900,2014-01-31 09:19:22,2014-01-31 09:34:22,41,Grand St & Elizabeth St,40.7185,-73.9972,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,22388,Customer,1957,1
1860,2014-01-31 11:02:19,2014-01-31 11:33:19,44,St James Pl & Pearl St,40.71117,-74.00016,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20350,Customer,1972,2
1260,2014-01-31 11:22:41,2014-01-31 11:43:41,7,Washington Square E,40.73049,-73.99572,44,St James Pl & Pearl St,40.71117,-74.00016,22678,Subscriber,1965,0
900,2014-01-31 11:06:31,2014-01-31 11:21:31,60,Columbus Ave & W 72 St,40.77813,-73.97371,28,Stanton St & Chrystie St,40.72229,-73.99147,21310,Subscriber,1960,0
2040,2014-01-31 11:28:03,2014-01-31 12:02:03,8,Hudson St & Reade St,40.71534,-74.00915,47,E 20 St & Park Ave,40.73818,-73.98433,20710,Customer,2005,2
420,2014-01-31 13:04:46,2014-01-31 13:11:46,47,E 20 St & Park Ave,40.73818,-73.98433,41,Grand St & Elizabeth St,40.7185,-73.9972,20976,Subscriber,1952,2
1680,2014-01-31 17:53:27,2014-01-31 18:21:27,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,44,St James Pl & Pearl St,40.71117,-74.00016,22588,Subscriber,1966,1
1200,2014-01-31 16:12:46,2014-01-31 16:32:46,41,Grand St & Elizabeth St,40.7185,-73.9972,60,Columbus Ave & W 72 St,40.77813,-73.97371,22107,Customer,1961,2
1020,2014-01-31 18:32:00,2014-01-31 18:49:00,41,Grand St & Elizabeth St,40.7185,-73.9972,60,Columbus Ave & W 72 St,40.77813,-73.97371,21389,Subscriber,2002,0
720,2014-01-31 17:00:20,2014-01-31 17:12:20,9,W 52 St & 9 Ave,40.7644,-73.9878,28,Stanton St & Chrystie St,40.72229,-73.99147,21664,Customer,1971,1
1020,2014-01-31 13:44:55,2014-01-31 14:01:55,47,E 20 St & Park Ave,40.73818,-73.98433,28,Stanton St & Chrystie St,40.72229,-73.99147,21120,Customer,1992,1
1500,2014-01-31 13:15:14,2014-01-31 13:40:14,8,Hudson St & Reade St,40.71534,-74.00915,60,Columbus Ave & W 72 St,40.77813,-73.97371,21528,Customer,1955,1
600,2014-01-31 15:35:15,2014-01-31 15:45:15,41,Grand St & Elizabeth St,40.7185,-73.9972,47,E 20 St & Park Ave,40.73818,-73.98433,20510,Customer,1950,0
420,2014-01-31 16:37:02,2014-01-31 16:44:02,60,Columbus Ave & W 72 St,40.77813,-73.97371,52,E 33 St & 1 Ave,40.74402,-73.97196,20307,Subscriber,1957,0
2100,2014-01-31 09:05:11,2014-01-31 09:40:11,44,St James Pl & Pearl St,40.71117,-74.00016,28,Stanton St & Chrystie St,40.72229,-73.99147,21848,Customer,1989,1
840,2014-01-31 18:36:12,2014-01-31 18:50:12,52,E 33 St & 1 Ave,40.74402,-73.97196,60,Columbus Ave & W 72 St,40.77813,-73.97371,20021,Subscriber,1984,2
1020,2014-01-31 15:47:01,2014-01-31 16:04:01,52,E 33 St & 1 Ave,40.74402,-73.97196,47,E 20 St & Park Ave,40.73818,-73.98433,20354,Subscriber,1987,2
2100,2014-01-31 14:09:30,2014-01-31 14:44:30,8,Hudson St & Reade St,40.71534,-74.00915,44,St James Pl & Pearl St,40.71117,-74.00016,22513,Subscriber,1999,2
1140,2014-01-31 15:41:08,2014-01-31 16:00:08,7,Washington Square E,40.73049,-73.99572,47,E 20 St & Park Ave,40.73818,-73.98433,22586,Subscriber,1973,1
660,2014-01-31 13:07:13,2014-01-31 13:18:13,41,Grand St & Elizabeth St,40.7185,-73.9972,60,Columbus Ave & W 72 St,40.77813,-73.97371,20520,Customer,1986,1
2100,2014-01-31 14:45:49,2014-01-31 15:20:49,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,41,Grand St & Elizabeth St,40.7185,-73.9972,21361,Customer,1991,2
1320,2014-01-31 11:48:09,2014-01-31 12:10:09,52,E 33 St & 1 Ave,40.74402,-73.97196,44,St James Pl & Pearl St,40.71117,-74.00016,21502,Customer,1978,2
1980,2014-01-31 08:33:59,2014-01-31 09:06:59,41,Grand St & Elizabeth St,40.7185,-73.9972,44,St James Pl & Pearl St,40.71117,-74.00016,21271,Subscriber,1980,0
1500,2014-01-31 15:02:39,2014-01-31 15:27:39,41,Grand St & Elizabeth St,40.7185,-73.9972,52,E 33 St & 1 Ave,40.74402,-73.97196,20102,Customer,1988,0
960,2014-01-31 10:23:42,2014-01-31 10:39:42,28,Stanton St & Chrystie St,40.72229,-73.99147,52,E 33 St & 1 Ave,40.74402,-73.97196,21873,Subscriber,1980,0
1200,2014-01-31 17:49:10,2014-01-31 18:09:10,52,E 33 St & 1 Ave,40.74402,-73.97196,28,Stanton St & Chrystie St,40.72229,-73.99147,21484,Customer,1997,2
540,2014-01-31 11:34:40,2014-01-31 11:43:40,8,Hudson St & Reade St,40.71534,-74.00915,60,Columbus Ave & W 72 St,40.77813,-73.97371,22786,Customer,1999,2
1740,2014-01-31 18:22:02,2014-01-31 18:51:02,8,Hudson St & Reade St,40.71534,-74.00915,44,St James Pl & Pearl St,40.71117,-74.00016,20501,Customer,1950,2
1740,2014-01-31 13:50:45,2014-01-31 14:19:45,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,41,Grand St & Elizabeth St,40.7185,-73.9972,21000,Subscriber,1953,1
540,2014-01-31 09:45:26,2014-01-31 09:54:26,41,Grand St & Elizabeth St,40.7185,-73.9972,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20636,Subscriber,2001,2
1140,2014-01-31 17:56:00,2014-01-31 18:15:00,52,E 33 St & 1 Ave,40.74402,-73.97196,60,Columbus Ave & W 72 St,40.77813,-73.97371,20044,Subscriber,1962,1
1140,2014-01-31 12:15:08,2014-01-31 12:34:08,52,E 33 St & 1 Ave,40.74402,-73.97196,41,Grand St & Elizabeth St,40.7185,-73.9972,22091,Customer,1999,0
1860,2014-01-31 17:37:03,2014-01-31 18:08:03,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,60,Columbus Ave & W 72 St,40.77813,-73.97371,21148,Subscriber,1963,2
2100,2014-01-31 14:42:36,2014-01-31 15:17:36,41,Grand St & Elizabeth St,40.7185,-73.9972,60,Columbus Ave & W 72 St,40.77813,-73.97371,22429,Customer,2004,2
360,2014-01-31 17:07:14,2014-01-31 17:13:14,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,60,Columbus Ave & W 72 St,40.77813,-73.97371,22612,Subscriber,1969,1
1560,2014-01-31 12:41:24,2014-01-31 13:07:24,7,Washington Square E,40.73049,-73.99572,44,St James Pl & Pearl St,40.71117,-74.00016,20963,Subscriber,1982,0
660,2014-01-31 13:19:30,2014-01-31 13:30:30,47,E 20 St & Park Ave,40.73818,-73.98433,28,Stanton St & Chrystie St,40.72229,-73.99147,20424,Subscriber,1963,2
600,2014-01-31 15:32:18,2014-01-31 15:42:18,60,Columbus Ave & W 72 St,40.77813,-73.97371,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,22034,Subscriber,1972,1
360,2014-01-31 10:04:41,2014-01-31 10:10:41,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,47,E 20 St & Park Ave,40.73818,-73.98433,20277,Customer,1972,0
660,2014-01-31 10:22:00,2014-01-31 10:33:00,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,60,Columbus Ave & W 72 St,40.77813,-73.97371,20433,Customer,1953,1
1140,2014-01-31 14:46:54,2014-01-31 15:05:54,60,Columbus Ave & W 72 St,40.77813,-73.97371,47,E 20 St & Park Ave,40.73818,-73.98433,21673,Subscriber,1968,1
1920,2014-01-31 17:42:51,2014-01-31 18:14:51,44,St James Pl & Pearl St,40.71117,-74.00016,47,E 20 St & Park Ave,40.73818,-73.98433,21628,Subscriber,2000,2
660,2014-01-31 09:46:06,2014-01-31 09:57:06,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,44,St James Pl & Pearl St,40.71117,-74.00016,21404,Subscriber,1988,2
1680,2014-01-31 15:46:00,2014-01-31 16:14:00,7,Washington Square E,40.73049,-73.99572,41,Grand St & Elizabeth St,40.7185,-73.9972,22622,Subscriber,1976,1
1560,2014-01-31 13:52:30,2014-01-31 14:18:30,8,Hudson St & Reade St,40.71534,-74.00915,44,St James Pl & Pearl St,40.71117,-74.00016,20016,Customer,1960,1
1620,2014-01-31 17:22:48,2014-01-31 17:49:48,9,W 52 St & 9 Ave,40.7644,-73.9878,41,Grand St & Elizabeth St,40.7185,-73.9972,20020,Customer,1986,1
540,2014-01-31 12:05:01,2014-01-31 12:14:01,52,E 33 St & 1 Ave,40.74402,-73.97196,60,Columbus Ave & W 72 St,40.77813,-73.97371,20555,Subscriber,1980,0
600,2014-01-31 14:08:54,2014-01-31 14:18:54,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,47,E 20 St & Park Ave,40.73818,-73.98433,21733,Subscriber,1981,1
420,2014-01-31 15:23:02,2014-01-31 15:30:02,41,Grand St & Elizabeth St,40.7185,-73.9972,28,Stanton St & Chrystie St,40.72229,-73.99147,21038,Subscriber,2002,2
480,2014-01-31 18:39:52,2014-01-31 18:47:52,52,E 33 St & 1 Ave,40.74402,-73.97196,47,E 20 St & Park Ave,40.73818,-73.98433,21857,Customer,1971,0
1020,2014-01-31 09:28:09,2014-01-31 09:45:09,47,E 20 St & Park Ave,40.73818,-73.98433,28,Stanton St & Chrystie St,40.72229,-73.99147,20756,Subscriber,1953,0
720,2014-01-31 15:02:02,2014-01-31 15:14:02,8,Hudson St & Reade St,40.71534,-74.00915,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,21518,Customer,1984,0
1080,2014-01-31 18:01:56,2014-01-31 18:19:56,44,St James Pl & Pearl St,40.71117,-74.00016,47,E 20 St & Park Ave,40.73818,-73.98433,22229,Subscriber,1951,2
1860,2014-01-31 15:54:52,2014-01-31 16:25:52,44,St James Pl & Pearl St,40.71117,-74.00016,28,Stanton St & Chrystie St,40.72229,-73.99147,22706,Subscriber,1985,1
1800,2014-01-31 14:12:42,2014-01-31 14:42:42,47,E 20 St & Park Ave,40.73818,-73.98433,28,Stanton St & Chrystie St,40.72229,-73.99147,22453,Customer,2002,0
1500,2014-01-31 17:34:25,2014-01-31 17:59:25,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,44,St James Pl & Pearl St,40.71117,-74.00016,22936,Subscriber,1957,1
1920,2014-01-31 08:31:21,2014-01-31 09:03:21,41,Grand St & Elizabeth St,40.7185,-73.9972,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20227,Customer,1959,2
1260,2014-01-31 10:20:34,2014-01-31 10:41:34,41,Grand St & Elizabeth St,40.7185,-73.9972,47,E 20 St & Park Ave,40.73818,-73.98433,20937,Subscriber,1975,2
1860,2014-01-31 10:03:28,2014-01-31 10:34:28,9,W 52 St & 9 Ave,40.7644,-73.9878,44,St James Pl & Pearl St,40.71117,-74.00016,21129,Customer,1961,1
720,2014-02-01 00:04:00,2014-02-01 00:16:00,8,Hudson St & Reade St,40.71534,-74.00915,8,Hudson St & Reade St,40.71534,-74.00915,20008,Subscriber,1959,2
1860,2014-01-31 14:01:52,2014-01-31 14:32:52,47,E 20 St & Park Ave,40.73818,-73.98433,52,E 33 St & 1 Ave,40.74402,-73.97196,22081,Subscriber,1978,2
600,2014-01-31 16:44:05,2014-01-31 16:54:05,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,60,Columbus Ave & W 72 St,40.77813,-73.97371,21663,Customer,1992,1
540,2014-01-31 07:13:26,2014-01-31 07:22:26,60,Columbus Ave & W 72 St,40.77813,-73.97371,47,E 20 St & Park Ave,40.73818,-73.98433,22302,Customer,1985,2
1080,2014-01-31 13:02:27,2014-01-31 13:20:27,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,41,Grand St & Elizabeth St,40.7185,-73.9972,21684,Customer,1992,2
