tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
1080,2014-01-31 08:19:00,2014-01-31 08:37:00,28,Stanton St & Chrystie St,40.72229,-73.99147,47,E 20 St & Park Ave,40.73818,-73.98433,20028,Customer,1977,2
1500,2014-01-31 10:43:08,2014-01-31 11:08:08,52,E 33 St & 1 Ave,40.74402,-73.97196,47,E 20 St & Park Ave,40.73818,-73.98433,20042,Subscriber,1959,2
660,2014-01-31 09:21:55,2014-01-31 09:32:55,60,Columbus Ave & W 72 St,40.77813,-73.97371,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20041,Customer,1981,2
720,2014-01-31 23:52:00,2014-02-01 00:04:00,52,E 33 St & 1 Ave,40.74402,-73.97196,9,W 52 St & 9 Ave,40.7644,-73.9878,20002,Subscriber,1982,0
840,2014-01-31 17:17:26,2014-01-31 17:31:26,44,St James Pl & Pearl St,40.71117,-74.00016,52,E 33 St & 1 Ave,40.74402,-73.97196,20025,Subscriber,1994,1
720,2014-01-31 23:57:00,2014-02-01 00:09:00,28,Stanton St & Chrystie St,40.72229,-73.99147,7,Washington Square E,40.73049,-73.99572,20000,Customer,1959,0
2100,2014-01-31 12:01:23,2014-01-31 12:36:23,47,E 20 St & Park Ave,40.73818,-73.98433,28,Stanton St & Chrystie St,40.72229,-73.99147,20032,Subscriber,1987,1
1200,2014-01-31 13:55:52,2014-01-31 14:15:52,60,Columbus Ave & W 72 St,40.77813,-73.97371,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20009,Customer,1968,1
420,2014-01-31 14:48:50,2014-01-31 14:55:50,8,Hudson St & Reade St,40.71534,-74.00915,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20022,Customer,1975,2
360,2014-01-31 11:29:51,2014-01-31 11:35:51,47,E 20 St & Park Ave,40.73818,-73.98433,60,Columbus Ave & W 72 St,40.77813,-73.97371,20031,Customer,1992,0
1440,2014-01-31 11:49:53,2014-01-31 12:13:53,47,E 20 St & Park Ave,40.73818,-73.98433,28,Stanton St & Chrystie St,40.72229,-73.99147,20007,Customer,1998,1
1260,2014-01-31 11:52:22,2014-01-31 12:13:22,52,E 33 St & 1 Ave,40.74402,-73.97196,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20019,Customer,1971,0
360,2014-01-31 23:40:00,2014-01-31 23:46:00,60,Columbus Ave & W 72 St,40.77813,-73.97371,7,Washington Square E,40.73049,-73.99572,20000,Subscriber,1999,1
360,2014-01-31 13:04:45,2014-01-31 13:10:45,41,Grand St & Elizabeth St,40.7185,-73.9972,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20021,Subscriber,1990,0
2100,2014-01-31 08:22:32,2014-01-31 08:57:32,28,Stanton St & Chrystie St,40.72229,-73.99147,60,Columbus Ave & W 72 St,40.77813,-73.97371,20040,Subscriber,1993,2
1260,2014-01-31 07:00:21,2014-01-31 07:21:21,8,Hudson St & Reade St,40.71534,-74.00915,52,E 33 St & 1 Ave,40.74402,-73.97196,20003,Customer,1960,0
1380,2014-01-31 12:08:45,2014-01-31 12:31:45,52,E 33 St & 1 Ave,40.74402,-73.97196,47,E 20 St & Park Ave,40.73818,-73.98433,20044,Customer,1952,1
1320,2014-01-31 18:02:13,2014-01-31 18:24:13,8,Hudson St & Reade St,40.71534,-74.00915,41,Grand St & Elizabeth St,40.7185,-73.9972,20038,Customer,1977,2
1680,2014-01-31 07:58:04,2014-01-31 08:26:04,9,W 52 St & 9 Ave,40.7644,-73.9878,41,Grand St & Elizabeth St,40.7185,-73.9972,20039,Customer,1987,0
1440,2014-01-31 16:05:48,2014-01-31 16:29:48,52,E 33 St & 1 Ave,40.74402,-73.97196,47,E 20 St & Park Ave,40.73818,-73.98433,20036,Subscriber,2002,0
600,2014-01-31 09:59:22,2014-01-31 10:09:22,28,Stanton St & Chrystie St,40.72229,-73.99147,52,E 33 St & 1 Ave,40.74402,-73.97196,20005,Customer,1979,0
780,2014-01-31 09:56:56,2014-01-31 10:09:56,47,E 20 St & Park Ave,40.73818,-73.98433,52,E 33 St & 1 Ave,40.74402,-73.97196,20017,Customer,2004,0
1380,2014-01-31 15:20:13,2014-01-31 15:43:13,44,St James Pl & Pearl St,40.71117,-74.00016,41,Grand St & Elizabeth St,40.7185,-73.9972,20023,Customer,1977,1
420,2014-01-31 18:03:57,2014-01-31 18:10:57,9,W 52 St & 9 Ave,40.7644,-73.9878,60,Columbus Ave & W 72 St,40.77813,-73.97371,20014,Subscriber,1982,0
600,2014-01-31 23:40:00,2014-01-31 23:50:00,9,W 52 St & 9 Ave,40.7644,-73.9878,52,E 33 St & 1 Ave,40.74402,-73.97196,20002,Customer,1965,2
1380,2014-01-31 16:43:36,2014-01-31 17:06:36,8,Hudson St & Reade St,40.71534,-74.00915,60,Columbus Ave & W 72 St,40.77813,-73.97371,20024,Subscriber,1998,1
300,2014-01-31 23:48:00,2014-01-31 23:53:00,7,Washington Square E,40.73049,-73.99572,28,Stanton St & Chrystie St,40.72229,-73.99147,20000,Subscriber,1972,2
720,2014-01-31 09:00:00,2014-01-31 09:12:00,7,Washington Square E,40.73049,-73.99572,60,Columbus Ave & W 72 St,40.77813,-73.97371,20001,Subscriber,1954,2
1800,2014-01-31 07:56:53,2014-01-31 08:26:53,47,E 20 St & Park Ave,40.73818,-73.98433,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20027,Customer,1960,1
1620,2014-01-31 13:22:48,2014-01-31 13:49:48,9,W 52 St & 9 Ave,40.7644,-73.9878,41,Grand St & Elizabeth St,40.7185,-73.9972,20033,Customer,1986,1
2100,2014-01-31 12:08:03,2014-01-31 12:43:03,60,Columbus Ave & W 72 St,40.77813,-73.97371,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20020,Subscriber,2003,2
1560,2014-01-31 09:52:30,2014-01-31 10:18:30,8,Hudson St & Reade St,40.71534,-74.00915,44,St James Pl & Pearl St,40.71117,-74.00016,20029,Customer,1960,1
1440,2014-01-31 10:32:56,2014-01-31 10:56:56,44,St James Pl & Pearl St,40.71117,-74.00016,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20018,Subscriber,1969,0
1260,2014-01-31 12:31:21,2014-01-31 12:52:21,60,Columbus Ave & W 72 St,40.77813,-73.97371,44,St James Pl & Pearl St,40.71117,-74.00016,20008,Subscriber,2000,1
960,2014-01-31 15:38:13,2014-01-31 15:54:13,41,Grand St & Elizabeth St,40.7185,-73.9972,52,E 33 St & 1 Ave,40.74402,-73.97196,20035,Customer,1979,1
1140,2014-01-31 14:07:49,2014-01-31 14:26:49,8,Hudson St & Reade St,40.71534,-74.00915,44,St James Pl & Pearl St,40.71117,-74.00016,20010,Subscriber,1983,0
540,2014-01-31 08:54:04,2014-01-31 09:03:04,44,St James Pl & Pearl St,40.71117,-74.00016,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20016,Customer,1962,2
720,2014-01-31 09:16:00,2014-01-31 09:28:00,60,Columbus Ave & W 72 St,40.77813,-73.97371,8,Hudson St & Reade St,40.71534,-74.00915,20001,Subscriber,1982,2
